KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_8GWuWWm,Mine Promethium nodes,,,,,,,,,,开采钷节点,,,,,,
pda_WKmia28,"- Have [c][ffffff]Ore Scanner[-][/c] in inventory\n- Equip [c][ffffff]drill.[-][/c]\n\n[c][ffff00]Search for outlines[-][/c],\nand drill them",,,,,,,,,,- 拥有[c][ffffff]矿石扫描器[-][/c]在背包中\n- 装备[c][ffffff]钻头[-][/c]\n\n[c][ffff00]搜索轮廓[-][/c]，\n并钻探它们,,,,,,
pda_WW80Wea,--,,,,,,,,,,--,,,,,,
pda_u8qCa4S,"____[c][ffff00] The PDA[-][/c] (All missions are [c][ffffff]working[-][/c], here) ______",,,,,,,,,,____[c][ffff00] PDA[-][/c]（所有任务[c][ffffff]都在进行中[-][/c]，这里）______,,,,,,
pda_SuuK44J,...,,,,,,,,,,...,,,,,,
pda_WwE0CGe,...,,,,,,,,,,...,,,,,,
pda_8aaGSiw,--,,,,,,,,,,--,,,,,,
pda_W4Om0I8,PDA overview,,,,,,,,,,PDA概览,,,,,,
pda_a8WGG8K,What it is for,,,,,,,,,,这是什么用的,,,,,,
pda_K4WmeW2,--,,,,,,,,,,--,,,,,,
pda_duaGCqu,--,,,,,,,,,,--,,,,,,
pda_GU00OGG,[u][c][ffffff]The PDA[-][/c][/u]\n\n... Lists the [b]Missions [/b]available to you\n...  Displays [b]last text messages[/b] of a mission\n\n... Has reminders and [b]FAQs[/b]\n\n---------\n\n[c][ffffff]OK for next page[-][/c]  ( 1 of 3 ),,,,,,,,,,[u][c][ffffff]PDA[-][/c][/u]\n\n... 列出了[b]可用的任务[/b]\n... 显示[b]任务的最后文本消息[/b]\n\n... 有提醒和[b]常见问题解答[/b],,,,,,
pda_uG0uV0w,(Much more info in Maingame),,,,,,,,,,（更多信息在主游戏中）,,,,,,
pda_OiSae8Y,Welcome to the Empyriopedia!,,,,,,,,,,欢迎来到Empyriopedia！,,,,,,
pda_Wi84OKW,--,,,,,,,,,,--,,,,,,
pda_aSKWCGa,"[i]... Forgot something? Or want to know more?[/i]\n\n\n[u][c][ffff80]GET STARTED[-][/c][/u]:\n\n<---[c][ffffff] Press on a Topic[-][/c] in the list, and on the [c][ffffff][c][ffff00]small arrow[-][/c] [-][/c]down, [c][ffffff][-][/c]to show all.\n\nThen select a list entry.",,,,,,,,,,[i]... 忘了什么吗？或者想了解更多？[/i]\n\n\n[u][c][ffff80]开始[-][/c][/u]：\n\n<---[c][ffffff] 点击列表中的[-][/c] [c][ffffff][c][ffff00]主题[-][/c] [-][/c]，然后点击 [c][ffffff][-][/c]下面的 [c][ffffff][c][ffff00]小箭头[-][/c] [-][/c]，[c][ffffff][-][/c]以显示全部。\n\n然后选择列表中的一个条目。,,,,,,
pda_CoWOO4K,--,,,,,,,,,,--,,,,,,
pda_rGWS8Oe,[b][c][ffff00]- Important game concepts:[-][/c][/b],,,,,,,,,,[b][c][ffff00]- 重要的游戏概念：[-][/c][/b],,,,,,
pda_eSu4WK8,"[c][ffffff]""The 'Core' sets Ownership""[-][/c]",,,,,,,,,,[c][ffffff]“核心”设定所有权[-][/c],,,,,,
pda_WS8sGCm,In a nutshell,,,,,,,,,,简而言之,,,,,,
pda_KCW3Qia,"[i][c][80ffff]A system to deter theft, and to help you to pick up blocks.[-][/c][/i]\n[c][80ffff]\n[i][c][ffffff][b]To claim somethin[/b][-][/c][/i][-][/c][c][ffffff][i][b]g [/b][/i][i][b]: [/b][/i][-][/c]\nDestroy an enemy Core block, then place your own.[c][80ffff]\n[i]\n[c][ffffff][b]Protect your Core[/b][-][/c][/i][-][/c][c][ffffff][b][i] ![/i][/b][-][/c] \nStuctures without Cores are 'dead wrecks'-  - Open for everybody to deconstruct or to claim them.\n\n\n\n[c][80ffff]--------[-][/c]",,,,,,,,,,[i][c][80ffff]一个防止盗窃的系统，以及帮助你拾取方块。[-][/c][/i]\n[c][80ffff]\n[i][c][ffffff][b]要认领某物[/b][-][/c][/i][-][/c][c][ffffff][i][b]g [/b][/i][i][b]：[/b][/i][-][/c]\n摧毁一个敌方核心方块，然后放置你自己的。[c][80ffff]\n[i]\n[c][ffffff][b]保护你的核心[/b][-][/c][/i][-][/c][c][ffffff][b][i] ![/i][/b][-][/c] \n没有核心的结构是“死亡残骸”——对所有人开放，可以拆除或认领它们。,,,,,,
pda_a40OqWC,[c][ffffff][b]Types of Cores[/b][-][/c],,,,,,,,,,[c][ffffff][b]核心类型[/b][-][/c],,,,,,
pda_8OCW8u8,"\nCheck[c][ffffff][b] 'glow colours'[/b] [-][/c]of the Cores:\n\n\n[c][ffffff][b]Green[/b] - Player Core[-][/c]\nYour stuff, your buddies, your rivals.\n\n[c][ffffff][b]Red[/b] - NPC Core. [-][/c]\nNon-player faction. With this Core, a structure's blocks will be protected from manipulation.\n\n[c][ffffff][b]Pink; Blue[/b] -  ""Admin""[-][/c]\nFor story and special dungeons. Turns the whole structure Indestructible.  \n[sup]( Note: 1 )[/sup]\nWill be displayed on the Map as a chevron (= 'Double arrows' pointing up.)\n\n[i]--- [/i]\n[sup][c][c0c0c0][i](1) - You might still be able to [b]hurt [/b]such a structure.[/i][-][/c]\n[c][c0c0c0][i]Everything already  'slightly broken' can be destroyed. - Up to even the Admin Core itself![/i][-][/c][/sup]",,,,,,,,,,"\n  \n检查[c][ffffff][b]'发光颜色'[/b]的核心：\n  \n\n  \n[c][ffffff][b]绿色[/b] - 玩家核心[-][/c]\n你的东西，你的朋友，你的对手。\n  \n[c][ffffff][b]红色[/b] - NPC核心。[-][/c]\n非玩家派系。有了这个核心，结构的方块将受到保护，免受操纵。\n\n  \n[c][ffffff][b]粉色；蓝色[/b] - ""管理员""[-][/c]\n用于故事和特殊地牢。使整个结构变得不可摧毁。\n[sup]（注意：1）[/sup]\n将在地图上显示为一个倒V形（= '双箭头' 指向上方。）\n  \n[i]--- [/i]\n[sup][c][c0c0c0][i]（1）- 你可能仍然可以[b]伤害[/b]这样的结构。\n[i]一切已经“略微破损”的都可以被摧毁。 - 甚至包括管理员核心本身！[/i][/i][-][/c][/sup][-][/c]",,,,,,
pda_4Gqq0aA,[c][ffffff]Autosaving & Backups[-][/c],,,,,,,,,,[c][ffffff]自动保存 & 备份[-][/c],,,,,,
pda_W8aO8We,World Save,,,,,,,,,,世界保存,,,,,,
pda_CqmKmeK,"[c][ffffff][-][/c]\n[c][ffffff]The game will constantly save your world data.[-][/c] \n- Overwriting it all.\n\n\nIf you want to have '[b]save points[/b]': Make a copy of your world, before you load into it.\n\nIngame, you can quickly create such copies with the [c][00ff00][ESC][-][/c] menu, '[c][00ff00]Backup[-][/c]'.",,,,,,,,,,[c][ffffff][-][/c]\n[c][ffffff]游戏将不断保存你的世界数据。[-][/c] \n- 覆盖所有内容。\n  \n如果你想要'[b]保存点[/b]'：在你加载世界之前，复制你的世界。\n  \n在游戏中，你可以使用 [c][00ff00][ESC][-][/c] 菜单中的 [c][00ff00]备份[-][/c] 快速创建这样的副本。,,,,,,
pda_eOGaaS8,"[i]Important [b]game elements in a nutshell.[/b][/i]\n\n<--- [c][ffffff]Click on the arrow next to the title[-][/c], to show all.",,,,,,,,,,[i]重要的[b]游戏元素[/b]一言以蔽之。[/i]\n  \n<--- [c][ffffff]点击标题旁边的箭头[-][/c]，显示所有。,,,,,,
pda_0Wueae0,Mass and Volume handling,,,,,,,,,,质量和体积处理,,,,,,
pda_4SO0iaC,--,,,,,,,,,,--,,,,,,
pda_SK4OaOm,"[i][c][c0c0c0](Note: This can be turned off in the Difficulty Settings.\nDoing so will make the game much easier)[-][/c][/i]\n[b][/b]\n[c][ffffff][b]Mass and Volume: [/b]\n[b]Limits your Inventory and a structure's performance.[/b][-][/c]\n\nTo move large volumes between inventories: \nUse the [b][c][ffffff]Logistics feature [-][/c][c][00ff00][ F4 ][-][/c][/b]\n- Connect to a container, and then move items into the 'virtual' connected Toolbar.\n(Switch your [b][c][ffffff]Toolbars with [-][/c][c][00ff00][ T ][-][/c][/b][c][00ff00][-][/c].)\n- Wireless extender blocks increase the range of the Logistics feature\n\n----\n\n[i]- You can carry as much mass as you want, but are limited in volume.\n- Vessels are limited to volume, and affected by mass of their cargo. (Add more thrusters for better performance.)[/i]",,,,,,,,,,[i][c][c0c0c0]（注意：这可以在难度设置中关闭。\n这样做将使游戏变得更容易）[-][/c][/i]\n[b][/b]\n[c][ffffff][b]质量和体积：[/b]\n[b]限制你的库存和结构的性能。[/b][-][/c]\n  \n要在库存之间移动大量体积：\n使用 [b][c][ffffff]物流功能 [-][/c][c][00ff00][ F4 ][-][/c][/b]\n- 连接到一个容器，然后将物品移动到“虚拟”连接的工具栏中。\n（用[b][c][ffffff]工具栏[-][/c][c][00ff00][ T ][-][/c][/b][c][00ff00][-][/c]切换。）\n- 无线扩展方块增加物流功能的范围\n\n----\n[i]- 你可以携带任何质量，但体积有限。\n- 飞船限于体积，并受其货物质量的影响。（增加更多推进器以获得更好的性能。）[/i],,,,,,
pda_iuWUC8W,... Try it out !,,,,,,,,,,... 尝试它！,,,,,,
pda_CO48GQ4,Try out the PDA.       [i](Close PDA when done)[/i],,,,,,,,,,尝试使用PDA。       [i]（完成后关闭PDA）[/i],,,,,,
pda_i4Ssoa4,--,,,,,,,,,,--,,,,,,
pda_WC8SO4W,Tabs at the top:\n\n< [c][00ff00][[Empyiropedia]][-][/c]                                                 [c][00ff00][[PDA Log]][-][/c] >\n\n ... Find more info                                       ... List all messages\n                                                                   [i](of selected mission)[/i]\n\n                                                                                               \n\n\nTry them out!\n---- \n\nClose the PDA when you are done.,,,,,,,,,,顶部的标签：\n  \n< [c][00ff00][[Empyiropedia]][-][/c]                                                 [c][00ff00][[PDA日志]][-][/c] >\n  \n ... 查找更多信息                                       ... 列出所有消息\n                                                                   [i]（选定任务的）[/i]\n  \n                                                                                               \n  \n  \n尝试它们！\n---- \n\n  \n完成时关闭PDA。,,,,,,
pda_Gu0muOO,"[i]< ... Until you getting to that island, we likely will have to[b] stay here[/b] a bit... >[/i]",,,,,,,,,,[i]< ... 直到你到达那个岛屿，我们可能需要[b]在这里[/b]待一会儿... >[/i],,,,,,
pda_SWACee7,How it works,,,,,,,,,,它是如何工作的,,,,,,
pda_aeemGOa,( Press OK button )   <--- Things to do,,,,,,,,,,（按下OK按钮）   <--- 要做的事情,,,,,,
pda_iG8G8SS,--,,,,,,,,,,--,,,,,,
pda_Ka2uOWG,[u][c][ffffff]The PDA[-][/c][/u]\n\nLeft side:          [b]Missions[/b] you can do                  \n\nTop window:     [b]Steps [/b][b][/b]of a mission (  = 'actions' )\n\n\n---------\n[c][ffffff][-][/c]\n[c][ffffff]OK for next page[-][/c]  ( 2 of 3 ),,,,,,,,,,[u][c][ffffff]PDA[-][/c][/u]\n  \n左侧：          [b]你可以做的任务[/b]                  \n  \n顶部窗口：     [b]任务步骤 [/b][b][/b]（  = '行动' ）\n  \n\n---------\n  \n[c][ffffff][-][/c]\n[c][ffffff]下一页[-][/c]  ( 2 of 3 ),,,,,,
pda_OQOeGW0,[i]--[/i],,,,,,,,,,[i]--[/i],,,,,,
pda_WaOuK8S,"Activated test mission. - - [c][ffffff]Well done! [-][/c]\n[i](This only works for non-autostarting missions)[/i]\n[i][/i]\n[c][ffffff]< You will get noticed[-][/c], once [b]side missions[/b] are available.",,,,,,,,,,激活测试任务。 - - [c][ffffff]干得好！[-][/c]\n[i]（这只适用于非自动开始的任务）[/i]\n[i][/i]\n[c][ffffff]< 当[b]支线任务[/b]可用时，你将得到通知[-][/c],,,,,,
pda_OaeWC0m,This is a start message.,,,,,,,,,,这是一条开始消息。,,,,,,
pda_q8K8qqG,-,,,,,,,,,,-,,,,,,
pda_0G80uij,_ _ _ _ _ _ _ _ _ [i]( Help & Debug )[/i] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,,,,,,,,,,_ _ _ _ _ _ _ _ _ [i]( 帮助 & 调试 )[/i] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,,,,,,
pda_uSGC8i0,[i]This section will include help missions.[/i],,,,,,,,,,[i]这一节将包括帮助任务。[/i],,,,,,
pda_uWOim2u,...,,,,,,,,,,...,,,,,,
pda_qKuSKKO,...,,,,,,,,,,...,,,,,,
pda_WWemS0q,\n[c][ffff00]Please click again [-][/c]on the title: [c][ffffff]'This is a mission chapter'[-][/c],,,,,,,,,,\n  \n[c][ffff00]请再次点击[-][/c]标题：[c][ffffff]'这是任务章节'[-][/c],,,,,,
pda_SGCqu0q,"Activated test mission. - - [c][ffffff]Well done! [-][/c]\n[i](This only works for non-autostarting missions)[/i]\n[i][/i]\n[c][ffffff]< You will get noticed[-][/c], once [b]side missions[/b] are available.",,,,,,,,,,激活测试任务。 - - [c][ffffff]干得好！[-][/c]\n[i]（这只适用于非自动开始的任务）[/i]\n[i][/i]\n[c][ffffff]< 当[b]支线任务[/b]可用时，你将得到通知[-][/c],,,,,,
pda_CNeKOaK,Start message,,,,,,,,,,开始消息,,,,,,
pda_4K8s8S0,CPU,,,,,,,,,,CPU,,,,,,
pda_mmWGqG8,--,,,,,,,,,,--,,,,,,
pda_a0iOOS0,"[i][c][c0c0c0](Note: This can be turned off in the game's Difficulty Settings. It will allow to build more easily)[-][/c][/i]\n\n[b][c][ffffff]CPU: A soft limit to building large structures.[-][/c][/b]\n\nIf you overshoot CPU limits, a structure will become[b] less efficient [/b]\n(Slower, longer crafting times, etc...)\n\n[b]Add CPU extender blocks[/b] to increase the limit.",,,,,,,,,,[i][c][c0c0c0]（注意：这可以在游戏的难度设置中关闭。这将允许更容易地建造）[-][/c][/i]\n  \n[b][c][ffffff]CPU：建造大型结构的软限制。[-][/c][/b]\n  \n如果你超出CPU限制，一个结构将变得[b]效率低下[/b]\n（更慢，更长的建造时间等...）\n  \n[b]添加CPU扩展方块[/b]以增加限制。,,,,,,
pda_8qGOKGS,_ _ _ _ _ _ _ _ _ [i]( Side missions )[/i] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,,,,,,,,,,_ _ _ _ _ _ _ _ _ [i]（支线任务）[/i] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,,,,,,
pda_mCKaea0,...,,,,,,,,,,...,,,,,,
pda_TmWmqSq,...,,,,,,,,,,...,,,,,,
pda_G4Ka440,--,,,,,,,,,,--,,,,,,
pda_OSKeWKq,Healing Affliction,,,,,,,,,,治疗痛苦,,,,,,
pda_WCCue8K,...,,,,,,,,,,...,,,,,,
pda_CumKSi8,---,,,,,,,,,,---,,,,,,
pda_8OG0Wgw,"You just got [c][ffff00]wounded[-][/c]!\n\n[c][ffffff]Heal[-][/c] it as soon as possible- \n-...  or at least [c][ffffff]mitigate[-][/c] it, so that it does not get [i]worse[/i].\n\n>> [c][ffff80]Open your Inventory[-][/c] [c][00ff00][Tab] [-][/c]...",,,,,,,,,,你刚刚[c][ffff00]受伤[-][/c]了！\n\n[c][ffffff]尽快治疗[-][/c]它 -\n-...  或者至少[c][ffffff]减轻[-][/c]它，以免情况[i]恶化[/i]。\n\n>> [c][ffff80]打开你的背包[-][/c] [c][00ff00][Tab] [-][/c]...,,,,,,
pda_KCie0aW,Apply medicine,,,,,,,,,,使用药品,,,,,,
pda_KaaOWOC,Open Inventory [c][00ff00][Tab][-][/c],,,,,,,,,,打开[c][00ff00][标签][-][/c],,,,,,
pda_h8kS444,---,,,,,,,,,,---,,,,,,
pda_4KiiuSe,"[c][ffff80]Select the [[ Stats ]] tab[-][/c] at upper right corner.\n\nPoint the mouse on the [c][ff0000]red icon[-][/c] [i](>>at right screen edge)  [/i]\n[c][ffffff] ""Fracture""[-][/c], to learn about Healing / Mitigation.\n\n----                                                                                               \n[c][ffff80]Consume medicine[-][/c]:: [c][00ff00][Shift]+[RMB] [-][/c]on the item",,,,,,,,,,[c][ffff80]选择右上角的[[ 状态 ]]标签[-][/c]。\n\n将鼠标指向[c][ff0000]红色图标[-][/c] [i]（>>在右侧屏幕边缘） [/i]\n[c][ffffff]“断裂”[-][/c]，了解治疗/缓解。\n\n----                                                                                               \n[c][ffff80]消耗药品[-][/c]:: [c][00ff00][Shift]+[鼠标右键] [-][/c]在物品上,,,,,,
pda_q8GuC0a,"Sig - [c][ffffff]Sprint & [-][/c]Note[c][ffffff] of Resources [-][/c][c][ff8000] >C_On x2, >C_Rw x2[-][/c]",,,,,,,,,,"Sig - [c][ffffff]冲刺 & [-][/c]注意[c][ffffff]资源[-][/c][c][ff8000] >C_On x2, >C_Rw x2[-][/c]",,,,,,
pda_WOiGW0G,To [c][ffffff]Sprint[-][/c]:\n[c][00ff00]Move +[Shift][-][/c]\n\n[i](Will make you hungry)[/i][i][/i],,,,,,,,,,要[c][ffffff]冲刺[-][/c]：\n[c][00ff00]移动 + [Shift][-][/c]\n\n[i]（会让你感到饥饿）[/i][i][/i],,,,,,
pda_Oq0E084,Move faster,,,,,,,,,,移动更快,,,,,,
pda_CeSOS01,...,,,,,,,,,,...,,,,,,
pda_euKZmCi,--,,,,,,,,,,--,,,,,,
pda_iuCCiCi,[i]< [/i][i]That [b]palm forest [/b]over there - should have [c][ffffff]food plants[-][/c].. >[/i]\n[i][/i]\n[i]< And this [b]beach [/b]is littered with very nice [c][ffffff]rocks[-][/c][/i] ...[i][/i]\n[i]- Drill the [b]black and shiny[/b] ones. >[/i],,,,,,,,,,[i]<那边的[b]棕榈林[/b] - 应该有[c][ffffff]食用植物[-][/c]。>[/i]\n[i][/i]\n[i]< 这片[b]海滩[/b]上到处都是非常好的[c][ffffff]岩石[-][/c]...\n- 钻探那些[b]黑色且闪亮的[/b]。>[/i],,,,,,
pda_Ouku4ii,The PDA,,,,,,,,,,PDA,,,,,,
pda_qWm4GC0,Open PDA with[c][00ff00] [ F1 ][-][/c],,,,,,,,,,用[c][00ff00] [ F1 ][-][/c]打开PDA,,,,,,
pda_GaqC86W,--,,,,,,,,,,--,,,,,,
pda_nWFwqqn,...,,,,,,,,,,...,,,,,,
pda_COC0Oa4,...,,,,,,,,,,...,,,,,,
pda_aOmCiav,--,,,,,,,,,,--,,,,,,
pda_eKaWGWi,[i]< [/i][i]... You can't talk back... We need another way to communicate.  >[/i]\n\n[i]< Please [c][ffff00]open your PDA [-][/c]with [c][00ff00][ F1 ] [-][/c]>[/i],,,,,,,,,,[i]< [/i][i]... 你不能回话... 我们需要另一种沟通方式。  >[/i]\n\n[i]< 请[c][ffff00]打开你的PDA[-][/c]与 [c][00ff00][ F1 ] [-][/c]>[/i],,,,,,
pda_0KuiaiO,...,,,,,,,,,,...,,,,,,
pda_uuOb0GS,--,,,,,,,,,,--,,,,,,
pda_8qS0So8,"[i]< I have data that might help you. - - A [b]warp-capable[/b] [c][ff8000]space vessel[-][/c] is still on this planet. >[/i]\n[i][/i]\n[i]< ... But it is too [b]far out[/b] in the ocean. [/i]\n[i] - You will need to [c][ffff00]prepare [-][/c]better, to reach it. >[/i]",,,,,,,,,,[i]< 我有可能会帮助你的数据。- - 一艘[b]翘曲能力[/b] [c][ff8000]太空飞船[-][/c]仍然在这个星球上。 >[/i]\n[i][/i]\n[i]< ... 但它在海洋中[b]太远[/b]了。 [/i]\n[i] - 你需要[c][ffff00]准备[-][/c]得更好，才能到达那里。 >[/i],,,,,,
pda_i8qAeaO,...,,,,,,,,,,...,,,,,,
pda_K0SLmCO,Trg - Talk to drill - PDA- PREP,,,,,,,,,,Trg - 与钻头对话 - PDA- 准备,,,,,,
pda_CGu082K,prep,,,,,,,,,,准备,,,,,,
pda_pmK4Gma,New Action,,,,,,,,,,新动作,,,,,,
pda_mKGW8Oi,--,,,,,,,,,,--,,,,,,
pda_XelKmSq,"Train PDA mission chapter activation: \n\nAlso might now offer a repeating mission 'talk to drill' , that starts a dialog.\n[i](Could be FAQ & story... A little better organized than in PDA, for those that want it)[/i]",,,,,,,,,,训练PDA任务章节激活：\n\n也可能现在提供一个重复任务“与钻头对话”，这将开始一个对话。\n[i]（可以是FAQ和故事...比PDA中更有条理，对于那些想要它的人）[/i],,,,,,
pda_iK8sW3e,...,,,,,,,,,,...,,,,,,
pda_qWCKmSK,--,,,,,,,,,,--,,,,,,
pda_4iS0qea,[c][0080ff]Mrk[-][/c] & Trg - Ch[c][ffffff]eck [-][/c]out Farm [i][c][ff8000][c][0080ff]>CRw PDA[-][/c] [-][/c][/i][i][c][ff8000][c][ff80ff][c][ff8000](OnBy: PDA[-][/c][-][/c]) [-][/c][/i][c][ff8000]>CRw_Tsk >cVis:PDA[-][/c],,,,,,,,,,[c][0080ff]Mrk[-][/c] & Trg - 查看农场 [i][c][ff8000][c][0080ff]>CRw PDA[-][/c] [-][/c][/i][i][c][ff8000][c][ff80ff](OnBy: PDA) [-][/c][-][/c][/i][c][ff8000]>CRw_Tsk >cVis:PDA[-][/c],,,,,,
pda_CG0YeIa,Wrecked Farm,,,,,,,,,,废弃农场,,,,,,
pda_CRmWeei,...,,,,,,,,,,...,,,,,,
pda_q8Se24K,--,,,,,,,,,,--,,,,,,
pda_QSmaOCG,"[i]< The doors are [b]locked[/b] shut... >[/i]\n\n[i]< I could try to [c][ffffff]hack [-][/c]them. >[/i]\n[i]< ... [b]Alternatively[/b], there are still some [c][ffffff]explosives[-][/c] attached. [/i]\n[i]  I could trigger those, too... >[/i]",,,,,,,,,,[i]< 门被 [b]锁上了[/b]... >[/i]\n\n[i]< 我可以尝试 [c][ffffff]破解[-][/c] 它们。 >[/i]\n[i]< ... [b]或者[/b]，还有一些 [c][ffffff]炸药[-][/c] 附着在上面。 [/i]\n[i]  我也可以触发那些... >[/i],,,,,,
pda_WSmOSK8,Entering the Farm,,,,,,,,,,进入农场,,,,,,
pda_SW0Wqe4,"Open PDA [c][00ff00][ F1 ] [-][/c], [[Tutorial]] tab, choose a mission",,,,,,,,,,"打开 PDA [c][00ff00][ F1 ] [-][/c], [[教程]] 标签，选择一个任务",,,,,,
pda_4888K23,--,,,,,,,,,,--,,,,,,
pda_OSmaieH,...,,,,,,,,,,...,,,,,,
pda_ii40q0l,--,,,,,,,,,,--,,,,,,
pda_4QOQaKm,"[i]< Your [c][ffffff]choice[-][/c]. >[/i]\n\n[i]< Please, [c][ffff00]select a mission[-][/c] in the PDA [c][00ff00][ F1 ] [-][/c]. [/i]\n[i]Tell me how to proceed. >[/i]",,,,,,,,,,[i]< 你的 [c][ffffff]选择[-][/c]。 >[/i]\n\n[i]< 请在 PDA [c][00ff00][ F1 ] [-][/c]中 [c][ffff00]选择一个任务[-][/c]。 [/i]\n[i]告诉我如何继续。 >[/i],,,,,,
pda_8aK4a4Q,"[c][c0c0c0][i]Please have the [b]tab at top left[/b] selected:   [/i]                                  [-][/c]\n[c][c0c0c0][-][/c][c][00ff00][[Tutorial]][-][/c]                                                                                       \n\n-- \nWithin the ""Tutorial"" tab: At the left side is a mission choice.\n[c][ffff00]Click on a mission.[-][/c]",,,,,,,,,,"[c][c0c0c0][i]请选择 [b]左上角的标签[/b]：   [/i][-][/c]\n[c][c0c0c0][-][/c][c][00ff00][[教程]][-][/c]                                                                                       \n\n-- \n在 ""教程"" 标签中：左侧是任务选择。\n[c][ffff00]点击一个任务。[-][/c]",,,,,,
pda_qCWeaa0,...,,,,,,,,,,...,,,,,,
pda_0em1muu,...,,,,,,,,,,...,,,,,,
pda_uC6WuOu,--,,,,,,,,,,--,,,,,,
pda_mKueqWW,Civilisation,,,,,,,,,,文明,,,,,,
pda_0iGI0Si,[c][ffff00]Reach Settlement[-][/c]\nwith Hoverbike\n[sup]\n([b]North-eastern[/b] island.[/sup]\n[sup]Daylight travel is faster)\n\n[c][c0c0c0](Close Tool Drone:[-][/c][c][00ff00] [ F5 ][-][/c][c][c0c0c0] )[-][/c][/sup],,,,,,,,,,[c][ffff00]到达定居点[-][/c]\n使用悬浮摩托\n[sup]\n([b]东北部[/b]岛屿。[/sup]\n[sup]白天旅行更快)\n\n[c][c0c0c0](关闭工具无人机：[-][/c][c][00ff00] [ F5 ][-][/c][c][c0c0c0] )[-][/c][/sup],,,,,,
pda_OqO0ai4,--,,,,,,,,,,--,,,,,,
pda_qeSea0u,"[i]< For the [c][ffffff]Generator[-][/c], better choose at a [b]spot away from you.[/b][/i]\n[i]... It will get [c][ffffff]hot[-][/c]. >[/i]",,,,,,,,,,[i]< 对于 [c][ffffff]发电机[-][/c]，最好选择一个 [b]远离你的地方[/b]。[/i]\n[i]... 它会变得很 [c][ffffff]热[-][/c]。 >[/i],,,,,,
pda_eu8bW4S,Device List,,,,,,,,,,设备列表,,,,,,
pda_mmuqSiR,Overview,,,,,,,,,,概览,,,,,,
pda_KumCKiC,--,,,,,,,,,,--,,,,,,
pda_OYiqEaS,"[i]( [c][c0c0c0]The Drill[-][/c] ) :                                                                                       [/i]\n\n[i]                < ... No wonder, the [c][ffffff]Generator [-][/c]got destroyed ! >         [/i]\n[i]                < And the Solar panels are missing a device, too... > [/i]\n\n\n\n\n[i]-----                                                                                                    [/i]\n[i][/i]\n( [b]Close [/b]the window, once you are done. )",,,,,,,,,,[i]( [c][c0c0c0]钻机[-][/c] ) :                                                                                       [/i]\n\n[i]                < ... 难怪，[c][ffffff]发电机[-][/c]被摧毁了！ >         [/i]\n[i]                < 太阳能板也少了一个设备... > [/i]\n\n\n\n\n[i]-----                                                                                                    [/i]\n[i][/i]\n( [b]完成后 [/b]关闭窗口。 ),,,,,,
pda_8RRC8mi,Control panel [c][00ff00][P][-][/c],,,,,,,,,,控制面板 [c][00ff00][P][-][/c],,,,,,
pda_fCu6aaO,"[i]< Yes! - That's [c][ffffff]plant protein[-][/c].[/i]\n[i]For [c][ffff00]Food,[-][/c] Bandages, ... >[/i]\n[i][/i]\n[i]< The [c][ffffff]more [-][/c]of this, the better ...? >[/i]",,,,,,,,,,[i]< 是的！ - 那是 [c][ffffff]植物蛋白 [-][/c]。[/i]\n[i]为了 [c][ffff00]食物[-][/c]，绷带，... >[/i]\n[i][/i]\n[i]< 这个 [c][ffffff]越多[-][/c] 越好 ...? >[/i],,,,,,
pda_4mmK40u,"[i]< Cute... - When [b]fully grown[/b], people do farm these for their [c][ffffff]meat[-][/c] ... >[/i]\n\n[i]< ... Better prepare for it. >[/i]",,,,,,,,,,[i]< 好可爱... - 当它们 [b]完全长大[/b] 后，人们确实会为了它们的 [c][ffffff]肉[-][/c] 而饲养它们... >[/i]\n\n[i]< ... 最好为此做好准备。 >[/i],,,,,,
pda_iqWOOSM,"[i]< [c][ffffff]Select [-][/c]the Tent, and [c][ffff00]place it on the ground[-][/c] with [c][00ff00][LMB] [-][/c]>[/i]",,,,,,,,,,[i]< [c][ffffff]选择 [-][/c]帐篷，并用 [c][00ff00][LMB] [-][/c]>放在地上[/i],,,,,,
pda_m8oGS8G,Crft -on- Crafted [c][ffffff]Components[-][/c] in PC[i] [c][ff8000](OffBy:BiofuelCamp)[-][/c][/i],,,,,,,,,,Crft -on- 制作 [c][ffffff]组件[-][/c] 在 PC[i] [c][ff8000](OffBy:BiofuelCamp)[-][/c][/i],,,,,,
pda_iCm0Umq,Components,,,,,,,,,,组件,,,,,,
pda_VWhu00C,...,,,,,,,,,,...,,,,,,
pda_OeSU4eS,--,,,,,,,,,,--,,,,,,
