KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiEthanol,Bio Fuel created from Grain that can be used as fuel with Small fuel tank (HV and SV Only).,,,,,,,,,,由谷物制成的生物燃料，可作为燃料用于小型燃料箱（仅限HV和SV）。,,,,,,
bkiBioDiesel,Bio Fuel created from Vegetables that can be used in larger Generators (BA and CV Only).,,,,,,,,,,由蔬菜制成的生物燃料，可用于大型发电机（仅限基地和主力舰）。,,,,,,
bkiChainsaw,Used to chop wood. Can also be used for a close combat weapon. Can use either Treethanol or Gasoline(Alt Click to select fuel),,,,,,,,,,用于砍伐木材。也可作为近战武器。可使用木醇或汽油（Alt点击选择燃料）。,,,,,,
OxygenBottleMedium,Large O2 Bottle,,,,,,,,,,大型氧气瓶,,,,,,
OxygenBottleLarge,O2 Bottle,,,,,,,,,,氧气瓶,,,,,,
ReclaimedOxygen,Reclaimed Oxygen Bottle,,,,,,,,,,回收氧气瓶,,,,,,
bkiReclaimedOxygen,"Oxygen reclaimed from Oxygen Tanks. ",,,,,,,,,,从氧气罐中回收的氧气。,,,,,,
bkiOxygenBottleMedium,"In order to save Mass and Volume, you can combine ten Reclaimed Oxygen Bottles into two Large Oxygen Bottles.",,,,,,,,,,为了节省质量和体积，你可以将十个回收氧气瓶合并成两个大型氧气瓶。,,,,,,
BaseRegenerationCube,Structural Repair Emitter,,,,,,,,,,结构修复发射器,,,,,,
bkiBaseRegenerationCube,"A special Repair Bay that can be used to repair Bases, and other Capital Vessels.",,,,,,,,,,一种特殊的维修舱，可用于维修基地和其他主力舰。,,,,,,
SVArmor,Combat Armor (1x1),,,,,,,,,,战斗装甲（1x1）,,,,,,
SVArmor2x2,Combat Armor (2x2),,,,,,,,,,战斗装甲（2x2）,,,,,,
bkiSVArmor,An armored plate of Combat Steel to be afixed to a Small Vessel to provice additional protection in combat.,,,,,,,,,,一种战斗钢装甲板，可安装于小型飞船上，在战斗中提供额外保护。,,,,,,
LargeArmor,Heavy Armor Plating (1x1),,,,,,,,,,重型装甲板（1x1）,,,,,,
LargeArmor2x2,Heavy Armor Plating (2x2),,,,,,,,,,重型装甲板（2x2）,,,,,,
bkiLargeArmor,Heavily armored plate of Combat Steel to help protect Bases and Capital Vessles in combat.,,,,,,,,,,重型战斗钢装甲板，用于在战斗中保护基地和主力舰。,,,,,,
IonThruster,Ion Drive Thruster,,,,,,,,,,离子驱动推进器,,,,,,
bkiIonThruster,"An experimental Thruster that creates thrust by accelerating ions using electricity. It uses a large amount of energy, but can output a large amount of thrust for its size. NOTE: Due to its Model (a Block), This device does not appear in the Control Panel, but can be shut off with the 'Thrusters' switch in the Control Panel.",,,,,,,,,,一种实验性推进器，通过电力加速离子产生推力。能耗巨大，但体积小巧却能输出大量推力。注意：由于其模型（方块），该设备不会出现在控制面板中，但可通过控制面板中的‘推进器’开关关闭。,,,,,,
ReactorX,Ecto-Reactor,,,,,,,,,,灵能反应堆,,,,,,
bkiReactorX,"An experimental reactor that acts as both a Fuel Tank and a Generator. Primarily runs on EctoFuel, but can be attached to an external Fuel Tank to utilize other Fuel Sources.",,,,,,,,,,一种实验性反应堆，兼作燃料罐和发电机。主要使用灵能燃料运行，但可连接外部燃料罐以利用其他燃料源。,,,,,,
EnergyGland,Glowbug Energy Gland,,,,,,,,,,辉光虫能量腺体,,,,,,
bkiEnergyGland,"The gland of a Gaseous Glowbug can be used as a source of energy, but its energy quickly dissipates once the Glowbug dies.",,,,,,,,,,气体辉光虫的腺体可用作能源，但辉光虫死后能量会迅速消散。,,,,,,
HellfireRocketLauncher,Hellfire Launcher,,,,,,,,,,地狱火发射器,,,,,,
bkiHellfireRocketLauncher,A Rocket Launcher fitted to fire large amounts of rockets in rapid succession. Used to rain down destruction on the enemy.,,,,,,,,,,一种经过改装、能快速连续发射大量火箭的火箭发射器。用于向敌人倾泻毁灭。,,,,,,
EnergyCellHydrogenLarge,Large Fuel Pack (Hydrogen),,,,,,,,,,大型燃料包（氢气）,,,,,,
MultiTool,Multi Tool,,,,,,,,,,多功能工具,,,,,,
MultiToolT2,Advanced Multi Tool,,,,,,,,,,高级多功能工具,,,,,,
SalvageTool,Basic Salvage Tool,,,,,,,,,,基础回收工具,,,,,,
bkiSalvageTool,Tool used for salvaging or removing blocks.,,,,,,,,,,用于回收或移除方块的工具。,,,,,,
SalvageToolT2,Salvage Tool,,,,,,,,,,回收工具,,,,,,
SalvageToolT3,Advanced Salvage Tool,,,,,,,,,,高级回收工具,,,,,,
SalvageToolT4,Master Salvage Tool,,,,,,,,,,大师级回收工具,,,,,,
RepairTool,Repair Tool,,,,,,,,,,维修工具,,,,,,
bkiRepairTool,"A tool used to perform basic repairs on damaged blocks and devices. Requires no ammunition, but will lose durability when used.",,,,,,,,,,一种用于对受损方块和设备进行基本维修的工具。无需弹药，但使用时消耗耐久度。,,,,,,
AmmoCrafting,Pistol Rounds,,,,,,,,,,手枪子弹,,,,,,
AmmoCrafting1,Projectile Rifle Rounds,,,,,,,,,,射弹步枪子弹,,,,,,
AmmoCrafting2,Shotgun Shells,,,,,,,,,,霰弹枪弹药,,,,,,
AmmoCrafting3,Sniper Rifle Rounds,,,,,,,,,,狙击步枪子弹,,,,,,
AmmoCrafting4,Minigun Rounds,,,,,,,,,,迷你机枪子弹,,,,,,
AmmoCrafting5,15mm Bullets,,,,,,,,,,15毫米子弹,,,,,,
AmmoCrafting6,30mm Bullets,,,,,,,,,,30毫米子弹,,,,,,
bkiAmmoCrafting,Allows you to craft Pistol Rounds. Not required if you can craft pistols.,,,,,,,,,,允许你制造手枪子弹。如果能制造手枪，则不需要此技能。,,,,,,
bkiAmmoCrafting1,Allows you to craft Projectile Rifle Rounds. Not required if you can craft  Assault Rifles or Pulse Rifles.,,,,,,,,,,允许你制造射弹步枪子弹。如果能制造突击步枪或脉冲步枪，则不需要此技能。,,,,,,
bkiAmmoCrafting2,Allows you to craft Shotgun Shells. Not required if you can craft shotguns (not including Junk Shotguns).,,,,,,,,,,允许你制造霰弹枪弹药。如果能制造霰弹枪（不包括垃圾霰弹枪），则不需要此技能。,,,,,,
bkiAmmoCrafting3,Allows you to craft Sniper Rifle Rounds. Not required if you can craft Snipers,,,,,,,,,,允许你制造狙击步枪子弹。如果能制造狙击枪，则不需要此技能。,,,,,,
bkiAmmoCrafting4,Allows you to craft Minigun Rounds. Not required if you can craft Miniguns.,,,,,,,,,,允许你制造迷你机枪子弹。如果能制造迷你机枪，则不需要此技能。,,,,,,
bkiAmmoCrafting5,Allows you to craft 15mm Bullets. Not required if you can craft weapons that use 15mm Bullets (such as Gatling Guns or Minigun Turrets).,,,,,,,,,,允许你制造15毫米子弹。如果能制造使用15毫米子弹的武器（如加特林机枪或迷你机枪炮塔），则不需要此技能。,,,,,,
bkiAmmoCrafting6,Allows you to craft 30mm Bullets. Not required if you can craft Cannon Turrets.,,,,,,,,,,允许你制造30毫米子弹。如果能制造加农炮塔，则不需要此技能。,,,,,,
bkiBandages,[c][ffffff]Restores ~55 health[-][/c]\n- -\n[c][ffffff]Apply: [-][/c][c][7dff7d]Shift+RMB[-][/c][c][ffffff] (Inventory) or [-][/c][c][7dff7d]LMB[-][/c][c][ffffff] (Toolbar)[-][/c]\n- -\n[c][ffffff][u]More info:[/u] Empyriopedia ([-][/c][c][7dff7d]F1[-][/c][c][ffffff])  > Afflictions & Medical items[-][/c],Stellt ca 55 Gesundheitspunkte wieder her. Benutzung aus Schnellzugriff via LMT und aus Inventar via Shift+RMT.,Restaure environ 55 points de vie. Peut être utilisé depuis la barre outils (Clic gauche) ou depuis l'inventaire (Maj+Clic droit).,Ripristina circa 55 punti salute. Utilizzabile con PSM dalla Cintura o con Maiusc+PDM dall'Inventario,Restaura aprox. 55 de salud. Usar con BIR desde la barra de herramientas o desde el inventario con Shift+BDR,,Restaura cerca de 55 saúde. Usar com BtnEsq da barra de ferramentas ou do Inventário com Shift+BtnDir.,"Przywraca około 55 życia. Użyj z paska narzędzi za pomocą LPM, bądź też z inwentarza przy użyciu kombinacji Shift+PPM",Востанавливает 55 здоровья. Используется ЛКМ с панели инструментов или из инвентаря Shift+ПКМ.,ヘルス値を65回復します. ツールバーからLMBまたはインベントリからShift + RMBで使用します.,[c][ffffff]恢复约55生命值[-][/c]\n- -\n[c][ffffff]使用：[-][/c][c][7dff7d]Shift+右键[-][/c][c][ffffff]（物品栏）或[-][/c][c][7dff7d]左键[-][/c][c][ffffff]（工具栏）[-][/c]\n- -\n[c][ffffff][u]更多信息：[/u] 帝国百科（[-][/c][c][7dff7d]F1[-][/c][c][ffffff]）> 疾病与医疗物品[-][/c],[c][ffffff]恢復55 生命值[-][/c]\n- -\n[c][ffffff]使用: [-][/c][c][7dff7d]Shift+滑鼠右鍵RMB[-][/c][c][ffffff] (背包) or [-][/c][c][7dff7d]左鍵[-][/c][c][ffffff] (在快捷欄選取)[-][/c]\n- -\n[c][ffffff][u]更多訊息:[/u] Empyriopedia百科 ([-][/c][c][7dff7d]F1[-][/c][c][ffffff])  > 病症& 醫療用品[-][/c],,,Επαναφέρει γύρω στα 55 ζωή. Χρησιμοποίησε το LMB από την γραμμή εργαλειών ή από το inventory με το Shift+RMB.,,Hồi khoảng 55 máu. sử dụng LMB từ thanh công cụ hoặc từ túi đồ với Shift + RMB.
Medikit10,Small Medikit,,,,,,,,,,小型医疗包,,,,,,
Medikit11,Large Medikit,,,,,,,,,,大型医疗包,,,,,,
bkiMedikit10,[c][ffffff]Restores ~170 health[-][/c]\n- -\n[c][ffffff]Apply: [-][/c][c][7dff7d]Shift+RMB[-][/c][c][ffffff] (Inventory) or [-][/c][c][7dff7d]LMB[-][/c][c][ffffff] (Toolbar)[-][/c],,,,,,,,,,[c][ffffff]恢复约170生命值[-][/c]\n- -\n[c][ffffff]使用：[-][/c][c][7dff7d]Shift+右键[-][/c][c][ffffff]（物品栏）或[-][/c][c][7dff7d]左键[-][/c][c][ffffff]（工具栏）[-][/c],,,,,,
bkiMedikit11,[c][ffffff]Restores ~255 health[-][/c]\n- -\n[c][ffffff]Apply: [-][/c][c][7dff7d]Shift+RMB[-][/c][c][ffffff] (Inventory) or [-][/c][c][7dff7d]LMB[-][/c][c][ffffff] (Toolbar)[-][/c],,,,,,,,,,[c][ffffff]恢复约255生命值[-][/c]\n- -\n[c][ffffff]使用：[-][/c][c][7dff7d]Shift+右键[-][/c][c][ffffff]（物品栏）或[-][/c][c][7dff7d]左键[-][/c][c][ffffff]（工具栏）[-][/c],,,,,,
AlienBug01,Annoying 'Cricket',,,,,,,,,,烦人‘蟋蟀’,,,,,,
AlienBug02,Scrapyard Scorpion,,,,,,,,,,废料场蝎子,,,,,,
AlienBug02Baby,Scrapyard Scorpion (Baby),,,,,,,,,,废料场蝎子（幼体）,,,,,,
AlienBug02Small,Scrapyard Scorpion (Small),,,,,,,,,,废料场蝎子（小型）,,,,,,
AlienBug03,Gaseous Glowbug,,,,,,,,,,气体辉光虫,,,,,,
AlienBug04,Sandsiphon,,,,,,,,,,沙吸虫,,,,,,
AssaultCyborg,Assault Android,,,,,,,,,,突击仿生人,,,,,,
Otyugh,Dune Drake,,,,,,,,,,沙丘龙,,,,,,
Spider01,Trash Tarantula,,,,,,,,,,垃圾狼蛛,,,,,,
Spider01Small,Trash Tarantula (Adolescent),,,,,,,,,,垃圾狼蛛（青少年）,,,,,,
Spider01Baby,Trash Tarantula (Baby),,,,,,,,,,垃圾狼蛛（幼体）,,,,,,
Spider02,Waste Widdow,,,,,,,,,,废料寡妇,,,,,,
Spider02Small,Waste Widdow (Small),,,,,,,,,,废料寡妇（小型）,,,,,,
Spider02Baby,Waste Widdow (Baby),,,,,,,,,,废料寡妇（幼体）,,,,,,
Spider03,Refuse Recluse,,,,,,,,,,垃圾隐士,,,,,,
Spider03Small,Refuse Recluse (Small),,,,,,,,,,垃圾隐士（小型）,,,,,,
Spider03Baby,Refuse Recluse (Baby),,,,,,,,,,垃圾隐士（幼体）,,,,,,
TurretRobot,Combat Mechanoid,,,,,,,,,,战斗机械人,,,,,,
AlienBug02Group,Scrapyard Scorpion,,,,,,,,,,废料场蝎子,,,,,,
AlienBug03Group,Gaseous Glowbug,,,,,,,,,,气体辉光虫,,,,,,
AlienBug01V2,Annoying 'Cricket',,,,,,,,,,烦人‘蟋蟀’,,,,,,
AlienBug01Old,Annoying 'Cricket',,,,,,,,,,烦人‘蟋蟀’,,,,,,
InfectedBiochemist,Infected Biochemist,,,,,,,,,,感染生化师,,,,,,
ContainerHarvestControllerSmall,Harvest Repository,,,,,,,,,,采集仓库,,,,,,
ContainerHarvestControllerLarge,Harvest Repository,,,,,,,,,,采集仓库,,,,,,
ContainerAmmoControllerSmall,Ammo Repository,,,,,,,,,,弹药仓库,,,,,,
ContainerAmmoControllerLarge,Ammo Repository,,,,,,,,,,弹药仓库,,,,,,
ContainerControllerLarge,Storage Repository,,,,,,,,,,存储仓库,,,,,,
ContainerExtensionLarge,Repository Extension,,,,,,,,,,仓库扩展,,,,,,
ContainerControllerSmall,Storage Repository,,,,,,,,,,存储仓库,,,,,,
ContainerExtensionSmall,Repository Extension,,,,,,,,,,仓库扩展,,,,,,
ContainerAmmoMedium,Medium Ammo Box,,,,,,,,,,中型弹药箱,,,,,,
JunkDriveSV,Short Range 'Junk' Warp Drive,,,,,,,,,,短程‘废料’翘曲引擎,,,,,,
JunkDriveMS,'Junk' Warp Drive,,,,,,,,,,‘废料’翘曲引擎,,,,,,
bkiJunkDriveSV,"A Short Range Warp Drive made from junk. Not as efficient or effective as a standard warp-drive, but easier to build.",,,,,,,,,,一种由废料制成的短程翘曲引擎。不如标准翘曲引擎高效或有效，但更容易建造。,,,,,,
bkiJunkDriveMS,"A Warp Drive made from junk. Not as efficient or effective as a standard warp-drive, but easier to build.",,,,,,,,,,一种由废料制成的翘曲引擎。不如标准翘曲引擎高效或有效，但更容易建造。,,,,,,
SlvSpec,Advanced Salvaging,,,,,,,,,,高级回收术,,,,,,
bkiSlvSpec,"Dedicate yourself to salvaging and learn how to combine salvaged items to create better ones, and craft advanced devices from junk.",,,,,,,,,,致力于回收工作，学习如何组合回收物品以制造更高级物品，并从废料中制造先进设备。,,,,,,
Extraxid,Extraxid,,,,,,,,,,萃取燃料,,,,,,
bkiExtraxid,A specialized warp-fuel created by combining Reclaimed Structure Fuel and Oxygen. NOTE: Only usable with an Extraxid Tank and a Extraxid 'Junk' Warp Drive,,,,,,,,,,一种特殊的翘曲燃料，由回收建筑燃料和氧气结合而成。注意：仅能用于萃取燃料罐和萃取燃料‘废料’翘曲引擎。,,,,,,
JunkDriveEx,Extraxid 'Junk' Warp Drive,,,,,,,,,,萃取燃料‘废料’翘曲引擎,,,,,,
JunkDriveEx2,Advanced Extraxid 'Junk' Warp Drive,,,,,,,,,,高级萃取燃料‘废料’翘曲引擎,,,,,,
bkiJunkDriveEx,"A Warp Drive made from junk that uses Extraxid as a fuel source, instead of Pentaxid.",,,,,,,,,,一种由废料制成的翘曲引擎，使用萃取燃料作为燃料源，而非五氧化燃料。,,,,,,
ExtraxidFuelTank,Extraxid Fuel Tank,,,,,,,,,,萃取燃料罐,,,,,,
bkiExtraxidFuelTank,"When used by itself (or only with other Extraxid Fuel Tanks) on a structure or CV, can be used to convert Fuel into Extraxid quickly. Note: Not as efficient as crafting Extraxid with a Constructor.",,,,,,,,,,当单独使用（或仅与其他萃取燃料罐一起使用）于建筑或主力舰上时，可快速将燃料转化为萃取燃料。注意：效率不如使用制造机合成萃取燃料。,,,,,,
SalvageMultiTool,Salvage Multi-Tool,,,,,,,,,,回收多功能工具,,,,,,
SalvageMultiToolT2,Advanced Salvage Multi-Tool,,,,,,,,,,高级回收多功能工具,,,,,,
SalvageMultiToolT3,Master Salvage Multi-Tool,,,,,,,,,,大师级回收多功能工具,,,,,,
bkiSalvageMultiTool,A Salvage Tool and a Repair Tool in one!,,,,,,,,,,集回收工具与维修工具于一体！,,,,,,
JunkMinigunTurret,Improvised Minigun Turret,,,,,,,,,,简易迷你机枪炮塔,,,,,,
bkiJunkMinigunTurret,A Minigun Turret created by combining a Gatling Gun with the workings of a Junk Cannon.,,,,,,,,,,一种迷你机枪炮塔，由加特林机枪与垃圾加农炮的部件组合而成。,,,,,,
TurretJunkPulseLaser,Improvised Pulse Laser Turret,,,,,,,,,,简易脉冲激光炮塔,,,,,,
bkiTurretJunkPulseLaser,A Pulse Laser Turret created by combining the parts from a Starship Pulse Laser and a Junk Cannon.,,,,,,,,,,一种脉冲激光炮塔，由星际飞船脉冲激光器和垃圾加农炮的部件组合而成。,,,,,,
JunkTurretMSRocket,Improvised Rocket Turret,,,,,,,,,,简易火箭炮塔,,,,,,
bkiJunkTurretMSRocket,A Rocket Turret created by combining a Starship Rocket Launcher with the workings of several Junk Cannons.,,,,,,,,,,一种火箭炮塔，由星际飞船火箭发射器与多个垃圾加农炮的部件组合而成。,,,,,,
ShieldGeneratorSalvaged,Salvaged Shield Generator,,,,,,,,,,修复的护盾发生器,,,,,,
bkiShieldGeneratorSalvaged,A Shield Generator for a Base or Capital Vessel recovered from an enemy POI.,,,,,,,,,,一种从敌方兴趣点回收的基地或主力舰护盾发生器。,,,,,,
RebuiltShieldGenerator,Composite Shield Generator  (Initiator),,,,,,,,,,复合护盾发生器（启动器）,,,,,,
bkiRebuiltShieldGenerator,The Initiator of a Multi-part Shield Generator; required to initiate and maintain the shield.,,,,,,,,,,多部分护盾发生器的启动器；用于启动并维持护盾。,,,,,,
JunkShieldModulator,Composite Shield Generator  (Modulator),,,,,,,,,,复合护盾发生器（调制器）,,,,,,
bkiJunkShieldModulator,A Shield Modulator for a Multi-part Shield Generator; Increases the Maximum Shield Capacity  of the Shield.,,,,,,,,,,一种用于多部分护盾发生器的护盾调制器；提高护盾最大容量。,,,,,,
JunkShieldCharger,Composite Shield Generator  (Charger),,,,,,,,,,复合护盾发生器（充电器）,,,,,,
bkiJunkShieldCharger,A Shield Charger for a Multi-part Shield Generator; Increases the rate at which the shield recharges.,,,,,,,,,,一种用于多部分护盾发生器的护盾充电器；提高护盾充能速率。,,,,,,
JunkShieldGenerator,Improvised Shield Generator,,,,,,,,,,简易护盾发生器,,,,,,
bkiJunkShieldGenerator,A Shield Generator for a Small Vessel or Hover Vessel built from slavaged junk parts.,,,,,,,,,,一种由回收的垃圾零件制成的小型飞船或悬浮飞船的护盾发生器。,,,,,,
JunkArmoredFullLarge,Reinforced Salvage Block L,,,,,,,,,,强化回收方块L,,,,,,
JunkArmoredFullSmall,Reinforced Salvage Block S,,,,,,,,,,强化回收方块S,,,,,,
JunkArmoredLargeBlocks,Reinforced Salvage Blocks L,,,,,,,,,,强化回收方块L,,,,,,
JunkArmoredSmallBlocks,Reinforced Salvage Blocks S,,,,,,,,,,强化回收方块S,,,,,,
JunkArmoredThinLarge,Reinforced Salvage Block L,,,,,,,,,,强化回收方块L,,,,,,
JunkArmoredThinLargeBlocks,Reinforced Salvage Blocks L (thin),,,,,,,,,,强化回收方块L（薄）,,,,,,
JunkArmoredThinSmall,Reinforced Salvage Block S,,,,,,,,,,强化回收方块S,,,,,,
JunkArmoredThinSmallBlocks,Reinforced Salvage Blocks S (thin),,,,,,,,,,强化回收方块S（薄）,,,,,,
JunkCombatFullLarge,Combat Salvage Block L,,,,,,,,,,战斗回收方块L,,,,,,
JunkCombatLargeBlocks,Combat Salvage Blocks L,,,,,,,,,,战斗回收方块L,,,,,,
JunkCombatThinLarge,Combat Salvage Block L,,,,,,,,,,战斗回收方块L,,,,,,
JunkCombatThinLargeBlocks,Combat Salvage Blocks L (thin),,,,,,,,,,战斗回收方块L（薄）,,,,,,
JunkLargeBlocks,Salvage Blocks L,,,,,,,,,,回收方块L,,,,,,
JunkSmallBlocks,Salvage Blocks S,,,,,,,,,,回收方块S,,,,,,
JunkThinLarge,Salvage Block L,,,,,,,,,,回收方块L,,,,,,
JunkThinLargeBlocks,Salvage Blocks L (thin),,,,,,,,,,回收方块L（薄）,,,,,,
JunkThinSmall,Salvage Block S,,,,,,,,,,回收方块S,,,,,,
JunkThinSmallBlocks,Salvage Blocks S (thin),,,,,,,,,,回收方块S（薄）,,,,,,
JunkExtendedLarge,Salvage Block L,,,,,,,,,,回收方块L,,,,,,
JunkArmoredExtendedLarge,Reinforced Salvage Block L,,,,,,,,,,强化回收方块L,,,,,,
JunkCombatExtendedLarge,Combat Salvage Block L,,,,,,,,,,战斗回收方块L,,,,,,
JunkExtendedSmall,Salvage Block S,,,,,,,,,,回收方块S,,,,,,
JunkArmoredExtendedSmall,Reinforced Salvage Block S,,,,,,,,,,强化回收方块S,,,,,,
JunkCombatExtendedSmall,Combat Salvage Blocks S,,,,,,,,,,战斗回收方块S,,,,,,
JunkCombatSmallBlocks,Combat Salvage Blocks S,,,,,,,,,,战斗回收方块S,,,,,,
JunkCombatFullSmall,Combat Salvage Block S,,,,,,,,,,战斗回收方块S,,,,,,
JunkCombatThinSmall,Combat Salvage Block S (thin),,,,,,,,,,战斗回收方块S（薄）,,,,,,
ImprovisedPulseLaserAmmo,Improvised Pulse Laser Charge,,,,,,,,,,简易脉冲激光充能器,,,,,,
ImprovisedFastRocket,Improvised Large Homing Rocket,,,,,,,,,,简易大型自导火箭,,,,,,
AlienShieldGeneratorCore,Salvaged Alien Shield Core,,,,,,,,,,回收的外星护盾核心,,,,,,
ReprocessedFood,Reprocessed Food,,,,,,,,,,再加工食物,,,,,,
bkiReprocessedFood,"Turns spoiled food into an edible, albeit unapetizing, food source.",,,,,,,,,,将变质的食物转化为可食用（尽管不太美味）的食物来源。,,,,,,
CombatScrap,Military Scrap,,,,,,,,,,军事废料,,,,,,
bkiCombatScrap,Components become Scrap after a time. Scrap is used to create makeshift devices.,,,,,,,,,,组件经过一段时间后会变成废料。废料用于制造简易设备。,,,,,,
EngineeringScrap,Engineering Scrap,,,,,,,,,,工程废料,,,,,,
bkiEngineeringScrap,Components become Scrap after a time. Scrap is used to create makeshift devices.,,,,,,,,,,组件经过一段时间后会变成废料。废料用于制造简易设备。,,,,,,
ExploratoryScrap,Exploratory Scrap,,,,,,,,,,探测废料,,,,,,
bkiExploratoryScrap,Components become Scrap after a time. Scrap is used to create makeshift devices.,,,,,,,,,,组件经过一段时间后会变成废料。废料用于制造简易设备。,,,,,,
MedicalScrap,Medical Scrap,,,,,,,,,,医疗废料,,,,,,
bkiMedicalScrap,Components become Scrap after a time. Scrap is used to create makeshift devices.,,,,,,,,,,组件经过一段时间后会变成废料。废料用于制造简易设备。,,,,,,
CombatComponents,Military Components,,,,,,,,,,军事组件,,,,,,
bkiCombatComponents,Components used to make Military Devices.,,,,,,,,,,用于制造军事设备的组件。,,,,,,
EngineeringComponents,Engineering Components,,,,,,,,,,工程组件,,,,,,
bkiEngineeringComponents,Components used to make Engineering Devices.,,,,,,,,,,用于制造工程设备的组件。,,,,,,
ExploratoryComponents,Exploratory Components,,,,,,,,,,探测组件,,,,,,
bkiExploratoryComponents,Components used to make Exploratory Devices.,,,,,,,,,,用于制造探测设备的组件。,,,,,,
MedicalComponents,Medical Components,,,,,,,,,,医疗组件,,,,,,
bkiMedicalComponents,Components used to make Medical Devices.,,,,,,,,,,用于制造医疗设备的组件。,,,,,,
ScrapDrive,Emergency Scrap Warp Drive,,,,,,,,,,应急废料翘曲引擎,,,,,,
bkiScrapDrive,"A Warp Drive constructed from Scrap that requires no pentaxid fuel, but uses a lot of power and CPU.",,,,,,,,,,一种由废料制成的翘曲引擎，无需五钛燃料，但消耗大量电力和CPU。,,,,,,
ScrapDriveT2,Expeditionary Scrap Warp Drive,,,,,,,,,,远征废料翘曲引擎,,,,,,
bkiScrapDriveT2,"A powerful Warp Drive constructed from Scrap that requires no pentaxid fuel, but uses a lot of power and CPU. Useful for exploring regions of space that contain little pentaxid.",,,,,,,,,,一种由废料制成的强力翘曲引擎，无需五钛燃料，但消耗大量电力和CPU。适合探索五钛稀少的太空区域。,,,,,,
ArmorLightScrap,Light Scrapper Armor,,,,,,,,,,轻型拾荒者护甲,,,,,,
ArmorMediumScrap,Medium Scrapper Armor,,,,,,,,,,中型拾荒者护甲,,,,,,
ArmorHeavyScrap,Heavy Scrapper Armor,,,,,,,,,,重型拾荒者护甲,,,,,,
bkiScrapperArmor,Scrapper Armor provides an increased carrying capacity at the cost of damage protection. \n--\n[c][ff4040]Note: This armor requires an Armor Locker to equip.[-][/c],,,,,,,,,,拾荒者护甲以降低伤害防护为代价提升运载能力。\n--\n[c][ff4040]注意：此护甲需要护甲柜才能装备。[-][/c],,,,,,
bkiScrapperArmorLight,Scrapper Armor provides an increased carrying capacity at the cost of damage protection.  \n--\nNote: This a can be equipped in the player inventory ([c][44ff00]TAB[-][/c]),,,,,,,,,,拾荒者护甲以降低伤害防护为代价提升运载能力。\n--\n注意：此物品可在玩家物品栏中装备（[c][44ff00]TAB[-][/c]）,,,,,,
ScrapBoost,Scrapper Boost,,,,,,,,,,拾荒者增强,,,,,,
bkiScrapBoost,Increases Carrying Capacity of Scrapper Armor. NOTE: Can ONLY be placed on Scrapper Armor.,,,,,,,,,,提升拾荒者护甲的运载能力。注意：只能安装在拾荒者护甲上。,,,,,,
SlowBattery,Slow-Charging Power Cell,,,,,,,,,,慢充能量电池,,,,,,
bkiSlowBattery,A Power Cell made of scrap that slowly absorbs heat and light until it is charged. Note: 'Perish Time' = Charge Time,,,,,,,,,,由废料制成的能量电池，缓慢吸收热和光直到充满。注意：“腐烂时间”=充电时间,,,,,,
ScrapHoverEngine,Scrap Hover Engine,,,,,,,,,,废料悬浮引擎,,,,,,
bkiScrapHoverengine,A Hover Engine built from scraps of other Engineering devices.,,,,,,,,,,由其他工程设备的废料制成的悬浮引擎。,,,,,,
ScrapThrusterGV,Scrap Thruster (Hover Vessel),,,,,,,,,,废料推进器（悬浮飞船）,,,,,,
ScrapThrusterSV,Scrap Thruster (Small Vessel),,,,,,,,,,废料推进器（小型飞船）,,,,,,
ScrapThrusterMS,Scrap Thruster (Capital Vessel),,,,,,,,,,废料推进器（主力舰）,,,,,,
bkiScrapThruster,A Thruster made from scraps of other Engineering devices.,,,,,,,,,,由其他工程设备的废料制成的推进器。,,,,,,
ScrapDetectorHV,Scrap Detector (Hover Vessel),,,,,,,,,,废料探测器（悬浮飞船）,,,,,,
ScrapDetectorSV,Scrap Detector (Small Vessel),,,,,,,,,,废料探测器（小型飞船）,,,,,,
ScrapDetectorCV,Scrap Detector (Capital Vessel),,,,,,,,,,废料探测器（主力舰）,,,,,,
bkiScrapDetector,A Detector made from scraps of other Exploratory devices.,,,,,,,,,,由其他探测设备的废料制成的探测器。,,,,,,
ScrapDetectorHVWeapon,Scrap Detector,,,,,,,,,,废料探测器,,,,,,
ScrapDetectorSVWeapon,Scrap Detector,,,,,,,,,,废料探测器,,,,,,
ScrapDetectorCVWeapon,Scrap Detector,,,,,,,,,,废料探测器,,,,,,
ScrapMedicalStation,Ramshackle Healing Station,,,,,,,,,,简陋治疗站,,,,,,
bkiScrapMedicalStation,This medical station is made of scraps of other medical devices. Stand in it and it will slowly heal you. NOTE: Does NOT have a built in Emergency Teleporter.,,,,,,,,,,这个医疗站由其他医疗设备的废料拼凑而成。站在其中会缓慢治疗你。注意：没有内置紧急传送器。,,,,,,
EctoTankMSSmall,Ectoplasm Saturated Fuel Tank,,,,,,,,,,灵质饱和燃料箱,,,,,,
EctoTankMSLarge,Ectoplasm Saturated Fuel Tank,,,,,,,,,,灵质饱和燃料箱,,,,,,
EctoTankMSLargeT2,Ectoplasm Saturated Fuel Tank,,,,,,,,,,灵质饱和燃料箱,,,,,,
