KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_qOaqS,"It appears that this Station has a Mess Hall that seems to be out of order. @w2 If you were to get it up and running, you could begin storing and crafting food here.\n\n@w2 Place a Fridge and Food Processor on the Station.",,,,,,,,,,看来这个空间站有一个似乎故障的餐厅。@w2 如果你能把它修好，就可以开始在这里储存和制作食物。\n\n@w2 在空间站上放置一个冰箱和一个食物处理器。,,,,,,
dialogue_v4WEK,Sounds easy enough!,,,,,,,,,,听起来够简单的！,,,,,,
dialogue_04K4G,"Power Systems, Let's go!",,,,,,,,,,电力系统，出发！,,,,,,
dialogue_i8COW,Such a heavy burden...,,,,,,,,,,如此沉重的负担……,,,,,,
dialogue_Oi8Cs,"Construction Systems, coming up!",,,,,,,,,,建造系统，来了！,,,,,,
dialogue_88amM,Who really needs oxygen anyway?,,,,,,,,,,到底谁需要氧气呢？,,,,,,
dialogue_KaWG4,Perhaps there's also a place for a garden on the Station...,,,,,,,,,,也许空间站上也有地方可以建一个花园……,,,,,,
dialogue_Ca404,Perhaps extending the CPU should have been done earlier.,,,,,,,,,,也许早该扩展CPU了。,,,,,,
dialogue_94i0i,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_S4K0a,"Because <color=#ffc800>resources</color> are so rare in this galaxy, it's important to make the most of the <color=#ffc800>resources </color>you can <color=#ff00f7>find</color>. @w2 Auto-miners are a very efficient and useful way to <color=#ffc800>gather resources</color>. \n\n\n@w4 While the <color=#ffc800>Auto Miner Core</color> required for an <color=#ffc800>Auto Miner</color> <i>CAN </i>be built in an <color=#ffc800>Advanced Constructor</color>, they can also be <color=#ff00f7>found </color>as loot in various <color=#ff0000>POIs</color>. \n\n\n\n@p6 You should attempt to make use of any <color=#ffc800>Auto Miner Cores</color> you <color=#ff00f7>find</color>, and begin <color=#ffc800>mining </color>any <color=#ffc800>valuable resource deposits</color> you find.\n\n@w4 Craft five <color=#ffc800>Auto-Miners</color> (of any Tier).",,,,,,,,,,因为在这个星系中<color=#ffc800>资源</color>非常稀有，充分利用你能<color=#ffc800>找到</color>的<color=#ff00f7>资源</color>很重要。@w2 自动采矿机是一种非常高效且有用的方式来<color=#ffc800>收集资源</color>。\n\n\n@w4 虽然自动采矿机所需的<color=#ffc800>自动采矿机核心</color>可以在<color=#ffc800>高级建造机</color>中<i>制造</i>，但它们也可以在各种<color=#ffc800>兴趣点</color>中作为战利品被<color=#ff00f7>找到</color>。\n\n\n\n<color=#ff0000> 你应该尝试利用任何你</color>找到@p6的<color=#ffc800>自动采矿机核心</color>，并开始<color=#ff00f7>开采</color>你发现的任何<color=#ffc800>有价值的资源矿床</color>。\n\n<color=#ffc800> 制造五个</color>自动采矿机@w4（任何等级）。,,,,,,
dialogue_8e0OW,Hmmm. Are Auto-Miners really worth it?,,,,,,,,,,嗯……自动采矿机真的值得吗？,,,,,,
dialogue_8iO8i,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_a4K0W,"Despite the large number of junk in the galaxy, the civilizations you will discover are often quite advanced. @w2 Many such civilizations make use of <color=#ffc800>teleportation technology</color> to allow their citizens to travel from place to place quickly. \n\n@w4 If you had a <color=#ffc800>Teleporter</color>, you could teleport to and from friendly bases and vessels. \n\n@w6 Place a <color=#ffc800>Teleporter </color>on a Base or Capital Vessel.",,,,,,,,,,尽管星系中有大量垃圾，但你将发现的文明通常相当先进。@w2 许多这样的文明利用<color=#ffc800>传送技术</color>让他们的公民快速地在不同地点间旅行。\n\n@w4 如果你有一个<color=#ffc800>传送器</color>，你就可以在友方基地和飞船之间传送。\n\n@w6 在基地或主力舰上放置一个<color=#ffc800>传送器</color>。,,,,,,
dialogue_WakU0,Is teleportation even safe?,,,,,,,,,,传送真的安全吗？,,,,,,
dialogue_GaOmm,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_OuBq0,I guess I'd better find a Warp Drive.,,,,,,,,,,我想我最好找个翘曲引擎。,,,,,,
dialogue_uG6um,"The Rados Com Array we used <color=#ff00f7>detected </color>three signals similar to the one from the Destroyed Alien Obelisk.\n\n@p9 The signals were coming from three planets in this solar system:\n@w4 The Lava planet called Krin Orntell, \n@w2 The Arid planet called Zasha Orntell; \n@w2 And the forest moon of the Gas Giant Exana Orntell. \n\n@w6 I suggest traveling to these planets and attempting to <color=#ff00f7>find</color> and <color=#ff00f7>scan </color>the obelisks emitting these signals to learn more.",,,,,,,,,,我们使用的拉多斯通信阵列<color=#ff00f7>探测到</color>三个与摧毁的外星方尖碑相似的信号。\n\n@p9 这些信号来自这个太阳系中的三颗星球：\n@w4 名为克林·奥恩特尔的熔岩星球，\n@w2 名为扎莎·奥恩特尔的干旱星球；\n@w2 以及气态巨星埃克萨娜·奥恩特尔的森林卫星。\n\n@w6 我建议前往这些星球，尝试<color=#ff00f7>找到</color>并<color=#ff00f7>扫描</color>发射这些信号的方尖碑，以了解更多信息。,,,,,,
dialogue_i8mem,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_0O0mK,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_iGG0K,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_mKGQC,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_4SGaK,Scanning the Obelisk…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Analyzing Scan…\n\n@w6 Scan Complete!,,,,,,,,,,扫描方尖碑……\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …分析扫描结果…\n\n@w6 扫描完成！,,,,,,
dialogue_0O4J8,Scanning the Obelisk…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Analyzing Scan…\n\n@w6 Scan Complete!,,,,,,,,,,扫描方尖碑……\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …分析扫描结果…\n\n@w6 扫描完成！,,,,,,
dialogue_m8hWW,Scanning the Obelisk…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Scanning…\n@w2 …Analyzing Scan…\n\n@w6 Scan Complete!,,,,,,,,,,扫描方尖碑……\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …扫描中…\n@w2 …分析扫描结果…\n\n@w6 扫描完成！,,,,,,
dialogue_qCaOD,"…COMPILING SCAN DATA…\n\n\n@w4 The translation seems to be complete! Although the meaning of the message is a bit... cryptic.\n\n@p9 The message reads:\n\n@w6 @d8 TRAVELERS OF THE NIGHT, BEWARE THE ONES FROM BEYOND, FOR THEY HAVE RETURNED!\n@w2 THROUGH THE FORSAKEN GATE THEY HAVE ARRIVED AMIDST THE CURSED PLANET BEYOND THE DARKENED EYE!\n@w2 THROUGH THE ETERNAL DARK, THEY SAIL AMIDST THE SEA OF STARS, LOOKING FOR MORE SOULS TO CONDEMN!\n@w2 BEWARE THE ONES FROM BEYOND!\n@w2 BEWARE THE ONES FROM BEYOND! @d3\n  \n@p9 The signal seems to be coming from the Barren Planet of Vextar Orntell. Perhaps if we locate the signal's source, we can determine more about its origin!\n\n@p9 Make your way to Vextar Orntell in order to <color=#ff00f7>locate </color>the source of the Mysterious Signal.",,,,,,,,,,…扫描数据编译中…\n\n\n@w4 翻译似乎完成了！虽然消息的含义有点……晦涩。\n\n@p9 消息内容如下：\n\n@w6 @d8 黑夜的旅人，当心来自彼岸者，因为他们已经归来！\n@w2 他们通过被遗弃之门抵达了黑暗之眼背后的诅咒星球！\n@w2 在永恒的黑暗中，他们在星辰之海中航行，寻找更多可诅咒的灵魂！\n@w2 当心来自彼岸者！\n@w2 当心来自彼岸者！@d3 \n  \n@p9 信号似乎来自贫瘠星球维克斯塔·奥恩特尔。也许如果我们找到信号源，就能更多地了解它的起源！\n\n@p9 前往维克斯塔·奥恩特尔，以便<color=#ff00f7>定位</color>神秘信号的源头。,,,,,,
dialogue_uIaC4,"We've come this far, I suppose it won't hurt to go a little further...",,,,,,,,,,我们已经走了这么远，我想再走远一点也无妨……,,,,,,
dialogue_4KOi0,Polaris Medical Authority,,,,,,,,,,极星医疗管理局,,,,,,
dialogue_8GaNC,ATTENTION: Approaching vessel! @w2 This Planet is under Quarantine by order of the Polaris Medical Authority. \n@w2 No being is permitted on the planet without special authorization by Administrator Vrelk on the Quarantine Station in orbit.,,,,,,,,,,注意：接近的飞船！@w2 根据极星医疗管理局的命令，此星球处于隔离状态。\n@w2 未经轨道隔离站管理员弗莱克的特别授权，任何生物不得进入该星球。,,,,,,
dialogue_qSqie,Acknowledged.,,,,,,,,,,收到。,,,,,,
dialogue_m8GSC,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_0eSW0,"{PlayerName}, it seems that we are unable to land on the planet. @w2 Without proper authorization, we may not be able to get to the surface.\n\n@w4 Try to <color=#ff00f7>find </color>a way to get to the surface of the planet.",,,,,,,,,,{PlayerName}，我们似乎无法降落在星球上。@w2 没有适当的授权，我们可能无法到达地表。\n\n@w4 尝试<color=#ff00f7>找到</color>一种到达星球表面的方法。,,,,,,
dialogue_GEm4i,Let's go find this thing!,,,,,,,,,,我们去找这个东西！,,,,,,
dialogue_umumq,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_SfKmI,"Nice Job! @w4 Now that we're on the surface of Vextar Orntell, let's go <color=#ff00f7>find</color> the source of the Mysterious SIgnal!!!",,,,,,,,,,干得好！@w4 既然我们已经到了维克斯塔·奥恩特尔的表面，让我们去<color=#ff00f7>寻找</color>神秘信号源！！！,,,,,,
dialogue_W0COU,I have a bad feeling about this...,,,,,,,,,,我对此有种不祥的预感……,,,,,,
dialogue_W88GW,"{PlayerName}, this is definitely the source of the Mysterious Signal. @w2 This panel indicates that the signal was indeed intended as a warning. I will scan the structure to try and determine its origin.\n\n@w4 ...ANALYZING...  \n@w2 ...ANALYZING...\n@w2 ...COMPILING DATA...\n\n@p9 The writing and architecture of this structure seem to indicate it was constructed by an ancient civilization that once thrived in this galaxy. My record archive indicates that a Ziggurat of similar construction was found on a planet known as the Jewel of Vertron, which orbits a Black Hole. Perhaps this is the 'Darkened Eye' the message warned us of. We should <color=#ee00ff>look for</color> the Black Hole named 'Vertron' and take a closer look at the Ziggurat.",,,,,,,,,,{PlayerName}，这绝对是神秘信号的源头。@w2 这个面板显示该信号确实是一个警告。我将扫描这个结构，试图确定它的来源。\n\n@w4 ...分析中...  \n@w2 ...分析中...\n@w2 ...数据编译中...\n\n@p9 该结构的文字和建筑风格似乎表明它是由曾经在这个星系繁荣过的古老文明建造的。我的存档记录显示，在一个名为维尔特朗之宝的星球上发现了类似构造的齐格拉特，该星球绕黑洞运行。也许这就是消息中警告我们的'黑暗之眼'。我们应该<color=#ee00ff>寻找</color>名为'维尔特朗'的黑洞，并仔细观察那个齐格拉特。,,,,,,
dialogue_54KO4,Let's see what we can do.,,,,,,,,,,看看我们能做些什么。,,,,,,
dialogue_u4eW8,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_i8S0a,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_S8KuS,"{PlayerName}, I have located the Black Hole, Vertron. It is 23.2 Light Years from the Orntell system, located at Galactic Coordinates [150, 10, 110]. @w3 You're going to need a Capital Vessel with a <color=#ffd500>Warp Drive</color> to make it in one jump. Or you could equip your <color=#ee00ff>Scout Vessel</color> with a <color=#ffd500>Mid-Range Warp Drive</color> to reach it by jumping between closer systems.",,,,,,,,,,"{PlayerName}，我已经定位了黑洞维尔特朗。它距离奥恩特尔星系23.2光年，位于星系坐标[150, 10, 110]。@w3 你需要一艘装有<color=#ffd500>翘曲引擎</color>的主力舰才能一次跳跃到达。或者，你也可以给你的<color=#ee00ff>侦察飞船</color>装备一个<color=#ffd500>中程翘曲引擎</color>，通过在较近星系间跳跃来抵达。",,,,,,
dialogue_iGg04,Time to head out!,,,,,,,,,,该出发了！,,,,,,
dialogue_FJW3u,"{PlayerName}, I'm <color=#ff00f7>detecting </color>an unusual energy coming from the Ziggurat. The energy seems to be... @w2 @d8 Alive... \n@w2 @d3 I suggest you <color=#ff00f7>find </color>the Ziggurat so we might better understand what it is.",,,,,,,,,,{PlayerName}，我正在<color=#ff00f7>探测到</color>来自齐格拉特的异常能量。这股能量似乎……@w2 @d8活着……\n@w2 @d3 我建议你<color=#ff00f7>找到</color>齐格拉特，这样我们就能更好地了解它是什么。,,,,,,
dialogue_daeUu,How can energy be alive? That's Eerie...,,,,,,,,,,能量怎么可能是活的？真诡异……,,,,,,
dialogue_8A4eO,"{PlayerName}, we are receiving an incoming message on a broad-range frequency. \n@w2 Should I play the message for you, or just summarize it?",,,,,,,,,,{PlayerName}，我们正在接收一条宽频消息。\n@w2 我该为你播放消息，还是只总结一下？,,,,,,
dialogue_iiGGq,Play the Message.,,,,,,,,,,播放消息。,,,,,,
dialogue_u4Ki0,Summerize it.,,,,,,,,,,总结一下。,,,,,,
dialogue_sqmPq,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_qRquQ,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_S8Wae,Polaris Medical Authority,,,,,,,,,,极星医疗管理局,,,,,,
dialogue_OGdOS,"This is an urgent message from the Polaris Medical Authority requesting assistance from anyone with <color=#006eff>Medical Expertise</color>. @w2 Anyone willing and qualified, please report to Administrator Vrelk on board the Quarantine Station in orbit around planet Vextar Orntell.",,,,,,,,,,这是来自极星医疗管理局的紧急消息，请求任何具备<color=#006eff>医疗专业知识</color>的人提供援助。@w2 任何有意且合格者，请向轨道上环绕维克斯塔·奥恩特尔星球的隔离站上的管理员弗莱克报到。,,,,,,
dialogue_qquKC,"The message is a request for <color=#006eff>medical aid</color> from the Polaris Medical Authority. If you wish to help, we should talk to Administrator Vrelk on board the Quarantine Station in orbit around the planet Vextar Orntell.",,,,,,,,,,消息是来自极星医疗管理局的<color=#006eff>医疗援助</color>请求。如果你想帮忙，我们应该去轨道上环绕维克斯塔·奥恩特尔星球的隔离站与管理员弗莱克谈谈。,,,,,,
dialogue_Gaeqq,Anything else in the message?,,,,,,,,,,消息里还有其他内容吗？,,,,,,
dialogue_Ceeq8,Next,,,,,,,,,,下一步,,,,,,
dialogue_iCCeS,"There's no other information, as the signal seems to have been terminated at the source.\n\n@w2 If you wish to investigate further, I suggest we head toward Vextar Orntell and meet with the Administrator on their orbital Quarantine Station.",,,,,,,,,,没有其他信息了，因为信号似乎已在源头中断。\n\n@w2 如果你想进一步调查，我建议我们前往维克斯塔·奥恩特尔，在他们的轨道隔离站与管理员会面。,,,,,,
dialogue_8SlmI,Looks like we're going on a humanitarian mission!,,,,,,,,,,看来我们要执行一次人道主义任务！,,,,,,
dialogue_kqqWe,Administrator Vrelk,,,,,,,,,,管理员弗莱克,,,,,,
dialogue_i444a,@q0 ATTENTION: Approaching vessel! @w2 This Planet is under Quarantine by order of the Polaris Medical Authority. \n@w2 No being is permitted on the planet without special authorization by Administrator Vrelk on the Quarantine Station in orbit.,,,,,,,,,,@q0 注意：接近的飞船！@w2 根据极星医疗管理局的命令，此星球处于隔离状态。\n@w2 未经轨道隔离站管理员弗莱克的特别授权，任何生物不得进入该星球。,,,,,,
dialogue_aaGeC,Polaris Medical Authority,,,,,,,,,,极星医疗管理局,,,,,,
dialogue_4CwiQ,End,,,,,,,,,,结束,,,,,,
dialogue_yiRq0,"Greetings. I am Administrator Vrelk. <br>@w2 This planet is off limits to civilians due to a biological contaminant. <br>@w2 Feel free to refuel at this station, but planetary entry is strictly prohibited.",,,,,,,,,,你好。我是管理员弗莱克。<br>@w2 由于生物污染物，这颗星球禁止平民进入。<br>@w2 你可以在此空间站自由加油，但严禁进入星球。,,,,,,
dialogue_O0K80,I received your request for medical aid. I'd like to help.,,,,,,,,,,我收到了你的医疗援助请求。我愿意帮忙。,,,,,,
dialogue_C8WOa,"@d6 I see... \n@d3 @w2 In that case, may I see your credentials?\n\n@p9 @d0 Ah! @w1 <color=#006eff>Medical Rank 4</color>! @w1 Excellent! \n@w2 @d3 We've been looking for someone with your <color=#006eff>medical experience</color> for some time. \n@p9 We have a problem on the surface that could use your assistance. @w2 Unfortunately, we cannot allow any vehicles to enter the planet's atmosphere, but you're being cleared to teleport to Quarantine Base Alpha on the planet.\n@w4 The Access Code for the Teleporter is <color=#ffc800>8521</color>.\n\n@w4 Once you arrive, talk to the security chief. @w2 He'll explain the situation in detail.",,,,,,,,,,@d6 我明白了... \n@d3 @w2 这样的话，能让我看看你的证件吗？\n\n@p9 @d0 啊！@w1 <color=#006eff>医疗等级4</color>！@w1 太棒了！\n@w2 @d3 我们一直在寻找像你这样具备<color=#006eff>医疗经验</color>的人。\n@p9 地面上有个问题需要你的帮助。@w2 不幸的是，我们不允许任何飞行器进入星球大气层，但你已经获准传送到星球上的阿尔法隔离基地。\n@w4 传送器的访问代码是<color=#ffc800>8521</color>。\n\n@w4 到达后，去找安保主管谈谈。@w2 他会详细说明情况。,,,,,,
dialogue_meeCO,Administrator Vrelk,,,,,,,,,,弗瑞尔克管理员,,,,,,
dialogue_Ca0ee,Thank You.,,,,,,,,,,谢谢你。,,,,,,
dialogue_e0K8W,"Welcome to Quarantine Base Alpha, Doctor {PlayerName}. @w2 Administrator Vrelk told me to expect you. \n\n@w4 We have a problem that you might be uniquely suited to solve. @w2 In order to deal with the biological contaminant, we've sent out several teams of <color=#006eff>medical research</color> personnel to investigate certain structures that we believe may be responsible for the contaminant. \n\n@p9 However, one of the teams we sent out has failed to check in for over a week now. @w2 We fear they may have been killed, or become infected. @w2 We'd like you to locate them and assess their condition. \n\n@p9 Regardless of what you find, we'd like you to obtain any <color=#006eff>research data</color> that they may have gathered and report back here with their findings. @w2 The researchers were investigating a Mysterious Structure several kilometers away. @w2 I'll upload the coordinates to your PDA. \n\n@w4 Good Luck, Doctor.",,,,,,,,,,"欢迎来到阿尔法隔离基地，{PlayerName}博士。<tag n=""95"">弗瑞尔克管理员告诉我你会来。\n\n<tag n=""96"">我们有一个问题，你可能特别适合解决。<tag n=""97"">为了处理生物污染物，我们已经派出了几支<tag n=""98"">医学研究</tag n=""98""><tag n=""99"">人员队伍，去调查一些我们认为可能造成污染的结构。\n\n<tag n=""100"">然而，其中一支队伍已经超过一周没有报告了。<tag n=""101"">我们担心他们可能被杀或被感染。<tag n=""102"">我们希望你能找到他们并评估他们的状况。\n\n<tag n=""103"">无论你发现什么，我们都希望你能获取他们可能收集到的任何<tag n=""104"">研究数据</tag n=""104""><tag n=""105"">，并带着他们的发现返回这里报告。<tag n=""106"">研究人员正在调查几公里外的一个神秘结构。<tag n=""107"">我会把坐标上传到你的PDA。\n\n<tag n=""108"">祝你好运，博士。",,,,,,
dialogue_8Wiei,Lead Researcher,,,,,,,,,,首席研究员,,,,,,
dialogue_8a344,...,,,,,,,,,,...,,,,,,
dialogue_KCauQ,I don't talk to strangers!,,,,,,,,,,我不跟陌生人说话！,,,,,,
dialogue_GG0qS,"Thank God! @w2 I was worried the PMA had abandoned us. @w4 We've been stuck down here for... @w1God, I don't know how long. \n@w4 It's hard to tell time down here, but it must have been at least a week.\n\n@w4 Where's the rest of the rescue team... @w4 Please don't tell me you're all they sent.",,,,,,,,,,"感谢老天！<tag n=""88"">我还担心PMA抛弃了我们。<tag n=""89"">我们被困在这里已经...<tag n=""90"">天，我不知道多久了。\n<tag n=""91"">在这里很难计算时间，但至少有一周了。\n\n<tag n=""92"">救援队的其他人呢...<tag n=""93"">请别告诉我他们就派了你一个人来。",,,,,,
dialogue_40Oqm,Lead Researcher,,,,,,,,,,首席研究员,,,,,,
dialogue_ua4ui,Lead Researcher,,,,,,,,,,首席研究员,,,,,,
dialogue_cGeqG,"That figures. Goddamn bureaucrats care more about the damned <color=#006eff>research </color>than their own people.\n@w4 Look, @w1Doctor, @w1you might as well get comfortable here. @w4 There's no way out, or at least none we could find. \n\n@p9 Feel free to use any of the supplies and devices we have here.\n@w6 If you're intent on taking our <color=#006eff>research </color>back to the PMA, @w1you'll have to find your own way out of here. \n\n@p9 We had a <color=#006eff>research lab</color> set up on the lowest level, but that floor became unstable and it was abandoned. @w2 Any <color=#006eff>research </color>we have left would be down there. @w2 However, only our Chief Biochemist had the code to our <color=#006eff>research locker</color>, where all our <color=#006eff>research </color>was kept, and he disappeared a few days ago. @w2 He's probably dead, but if you find his body, he may have written down the code somewhere. If you happen to get in there, there's some extra <color=#006eff>medical supplies</color> in there as well.",,,,,,,,,,"果然如此。该死的官僚们更关心那些该死的<tag n=""63"">研究</tag n=""63""><tag n=""64"">，而不是他们自己人。\n<tag n=""65"">听着，<tag n=""66"">博士，</tag n=""66""><tag n=""67"">你最好在这里安顿下来。<tag n=""68"">没有出路，至少我们没找到。\n\n<tag n=""69"">可以随意使用这里的补给和设备。\n<tag n=""70"">如果你执意要把我们的<tag n=""71"">研究</tag n=""71""><tag n=""72"">带回PMA，<tag n=""73"">你得自己找办法离开这里。\n\n<tag n=""74"">我们在最底层设了一个<tag n=""75"">研究实验室</tag n=""75""><tag n=""76"">，但那层地板变得不稳定，就废弃了。<tag n=""77"">我们剩下的<tag n=""78"">研究</tag n=""78""><tag n=""79"">资料应该都在下面。<tag n=""80"">不过，只有我们的首席生物化学家才有我们<tag n=""81"">研究储物柜</tag n=""81""><tag n=""82"">的密码，所有<tag n=""83"">研究</tag n=""83""><tag n=""84"">资料都存放在那里，而他几天前失踪了。<tag n=""85"">他可能已经死了，但如果你找到他的尸体，他可能把密码写在了某个地方。如果你碰巧进去了，里面还有一些额外的<tag n=""86"">医疗补给</tag n=""86""><tag n=""87"">。",,,,,,
dialogue_amiGq,"The PMA sent me to evaluate your situation, and to recover whatever research you've uncovered.",,,,,,,,,,PMA派我来评估你们的情况，并取回你们发现的任何研究资料。,,,,,,
dialogue_WmKi8,I'll try to find him.,,,,,,,,,,我会尽力找到他。,,,,,,
dialogue_qi0a0,Lead Researcher,,,,,,,,,,首席研究员,,,,,,
dialogue_Oqaiq,You're back. @w2 Did you find what you were looking for?,,,,,,,,,,"你回来了。<tag n=""62"">你找到你要找的东西了吗？",,,,,,
dialogue_mqm8S,"You did? @w2 Well, congratulations. @w4 Too bad about our Chief Biochemist. It must have been horrible seeing him like that... @w2 say, could you do us a favor?\n@w2 If you get out of here, and back to the Quarantine Base, could you ask the PMA to send a rescue team? @w2 I'd hate to turn into one of those... @w2 things.",,,,,,,,,,"你找到了？<tag n=""56"">嗯，恭喜。<tag n=""57"">可惜我们的首席生物化学家。看到他那个样子一定很可怕...<tag n=""58"">喂，你能帮我们一个忙吗？\n<tag n=""59"">如果你能离开这里，回到隔离基地，能请求PMA派遣救援队吗？<tag n=""60"">我可不想变成那种...<tag n=""61"">东西。",,,,,,
dialogue_ei8GS,Lead Researcher,,,,,,,,,,首席研究员,,,,,,
dialogue_q4e0O,"I found the research, and your biochemist, but he was turning into something...alien.",,,,,,,,,,我找到了研究资料和你们的生物化学家，但他正在变成某种...外星生物。,,,,,,
dialogue_K8Geu,"Of course. I'll let them know you're okay, and to send rescue.",,,,,,,,,,当然。我会告诉他们你没事，并请求救援。,,,,,,
dialogue_KwOeS,Welcome back. @w2Did you manage to retrieve the <color=#006eff>Medical Research</color>?,,,,,,,,,,"欢迎回来。<tag n=""53"">你成功取回<tag n=""54"">医学研究</tag n=""54""><tag n=""55"">了吗？",,,,,,
dialogue_Ga4Aa,Security Chief,,,,,,,,,,安全酋长,,,,,,
dialogue_qC8am,Security Chief,,,,,,,,,,安全酋长,,,,,,
dialogue_Gm0SW,Security Chief,,,,,,,,,,安全酋长,,,,,,
dialogue_0ASu4,Security Chief,,,,,,,,,,安全酋长,,,,,,
dialogue_u00K4,"Excellent! @w2 Downloading Now! Superb work, Doctor. @w4 This is exactly what we needed!\n\n@w4 If you could place the <color=#006eff>Medical Research</color> pad in the container behind me, you'll find something nice inside as a reward!",,,,,,,,,,"太棒了！<tag n=""48"">正在下载！干得好，博士。<tag n=""49"">这正是我们需要的！\n\n<tag n=""50"">如果你能把<tag n=""51"">医学研究</tag n=""51""><tag n=""52"">数据板放在我身后的容器里，你会得到一些不错的奖励！",,,,,,
dialogue_KSG8C,"Of course, @w2we'll dispatch a rescue team immediately. \n\n@w4 Again, great work.",,,,,,,,,,"当然，<tag n=""46"">我们会立即派遣救援队。\n\n<tag n=""47"">再次感谢你的出色工作。",,,,,,
dialogue_mOujK,I found the researchers and retrieved this data pad with their research on it.,,,,,,,,,,我找到了研究人员，并取回了这个数据板，上面有他们的研究资料。,,,,,,
dialogue_aKfWS,The researchers asked I request a rescue team be dispatched.,,,,,,,,,,研究人员请求我派遣救援队。,,,,,,
dialogue_eOSqu,Thanks.,,,,,,,,,,谢谢。,,,,,,
dialogue_I8Oe4,Thanks,,,,,,,,,,谢谢,,,,,,
dialogue_EimGq,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_amOSU,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
dialogue_Ru0eK,"{PlayerName}, now that you've become a notable member of the <color=#006eff>medical community</color>, thanks to your actions in aiding Polaris in their quarantine problem, you will need to increase your <color=#006eff>medical capabilities</color>. @w2In order to do that, you'll need to set up a large <color=#006eff>medical </color><color=#ff6f00>garden</color>. \n\n@p9 In order to keep up with demand, you'll need at least eighteen <color=#ff6f00>crop plots</color>, which will require at least two <color=#ff6f00>Growing Lights</color>.\n@w2 Whether you salvage the devices or craft them, is up to you.",,,,,,,,,,"{PlayerName}，现在你已经成为<tag n=""31"">医疗界</tag n=""31""><tag n=""32"">的知名成员，得益于你帮助极星解决隔离问题的行动，你需要提升你的<tag n=""33"">医疗能力</tag n=""33""><tag n=""34"">。\n<tag n=""35"">为此，你需要建立一个大<tag n=""36"">医疗</tag n=""36""></color><tag n=""38"">种植园</tag n=""38""><tag n=""39"">。\n\n<tag n=""40"">为了满足需求，你至少需要十八个<tag n=""41"">作物种植槽</tag n=""41""><tag n=""42"">，这至少需要两个<tag n=""43"">生长灯</tag n=""43""><tag n=""44"">。\n<tag n=""45"">你可以选择回收或制作这些设备。",,,,,,
dialogue_ieqKm,"I just saved an entire research team, and now I'm planting crops...",,,,,,,,,,我刚救了一整个研究团队，现在却在种庄稼...,,,,,,
dialogue_WWKcq,Salvage And Survival Handy Assistant (SASHA),,,,,,,,,,打捞与生存便捷助手（SASHA）,,,,,,
