KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_xqmeW60,<i>[ Leave ]</i>,,,,,,,,,,<i>[ 离开 ]</i>,,,,,,
dialogue_OWeamee,"@w1\nI'll just ... @w1 find a safe spot, while you <color=#ffffff>fly this thing.</color>",,,,,,,,,,@w1\n我这就…… @w1 找个安全的地方，而你来<color=#ffffff>驾驶这玩意儿</color>。,,,,,,
dialogue_OKcmdii,<i>[ Leave ]</i>,,,,,,,,,,<i>[ 离开 ]</i>,,,,,,
dialogue_0S8aS4i,<i>[ Leave ]</i>,,,,,,,,,,<i>[ 离开 ]</i>,,,,,,
dialogue_aSiMmKm,@d0\n<color=#ff80ff>(Here be building help info)</color>,,,,,,,,,,@d0\n<color=#ff80ff>(这里是建筑帮助信息)</color>,,,,,,
dialogue_OaOWDue,@d1 \n'Cannot access network.\nConnection has been manually severed. ',,,,,,,,,,@d1 \n'无法访问网络。\n连接已被手动切断。',,,,,,
dialogue_q2WeCu8,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_Ciu4CKq,@q0 @d1\nWas I not clear ... ?,,,,,,,,,,@q0 @d1\n我没说清楚吗……？,,,,,,
dialogue_aak4umU,Console,,,,,,,,,,控制台,,,,,,
dialogue_qGG4aBu,@d1\nQuery?,,,,,,,,,,@d1\n查询？,,,,,,
dialogue_CK88ciK,<i>[ Check last messages ]</i>,,,,,,,,,,<i>[查看最后消息]</i>,,,,,,
dialogue_8KVq00m,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_Kq4auW8,@d1\nMessage date...\n\n- This is Rescue. Hearing you loud and clear. \n@w1\n- Understood. - Please keep calm. You are safe now.,,,,,,,,,,@d1\n消息日期……\n\n- 这里是救援队。听得清楚。 \n@w1\n- 明白。 - 请保持冷静。你现在安全了。,,,,,,
dialogue_Kmaueaq,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_OqSGKiq,>>,,,,,,,,,,>>,,,,,,
dialogue_CSiKK88,"Message date...\n- This is Rescue. Hearing you loud and clear. \n- Understood. - Please keep calm. You are safe now.\n\nMessage date...\n- We have an urgent request from MissionOps.\n- Repeat, this is an A-1 case.\nPlease see file. <i>[Attachment missing]</i>\n\nMessage date...\n- Confirmed, network is offline. Well done.\n- Pickup will take a bit longer, until the Code sappers are free. \n\nMessage date...\n- We apologize for not calling back sooner. The whole star cluster has been listed for quarantine. \n- Yes. Just leave this mess as it is.  - And, the AI Dev unit wants to have a talk. \n- No. Just to know, what they might be getting into.\n\nMessage date...\n- This is it - - we organized a local transport. Called '<b>Taurus</b>'.\nCollection point is at northern Nest base. Get there asap. \nBlueprint for a cheap Hover Vessel is at the end of this message. Spawn it with the Factory.  <i>[Attachment missing]</i>\n\n- Yes. But really well paid ones. - Don't worry.\n\nMessage date...\n- A Zirax Battlecuiser is headed for in-system. The whole set, together with a Dronebase Teleporter Lens.\nWhat is the status of your Hover Vessel?\n\n(( End of Messages ))",,,,,,,,,,消息日期……\n- 这里是救援队。听得清楚。 \n- 明白。 - 请保持冷静。你现在安全了。\n\n消息日期……\n- 我们收到任务行动组的紧急请求。\n- 重复，这是 A-1 级案件。\n请查看文件。 <i>[附件缺失]</i>\n\n消息日期……\n- 确认，网络已离线。干得好。\n- 接应需要更长时间，直到代码工兵空闲。 \n\n消息日期……\n- 抱歉没能早点回电。整个恒星群已被列入隔离名单。 \n- 是的。就让它乱着吧。 - 而且，AI开发单元想和你谈谈。 \n- 不。只是想知道他们会遇到什么。\n\n消息日期……\n- 就是它 - - 我们安排了一艘本地运输舰。名为'<b>金牛座</b>'。\n集合点在北部巢穴基地。尽快赶到那里。 \n廉价悬浮飞船的蓝图在本消息末尾。用蓝图工厂生成它。 <i>[附件缺失]</i>\n\n- 是的。但报酬相当丰厚。 - 别担心。\n\n消息日期……\n- 一艘兹瑞克斯战斗巡洋舰正驶向星系内。全套装备，连同无人机基地传送器透镜。\n你的悬浮飞船状态如何？\n\n(( 消息结束 )),,,,,,
dialogue_0S0KGC8,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_44gmuuS,>>,,,,,,,,,,>>,,,,,,
dialogue_iGCYe8j,"@d1\nMessage date...\n\n- We have an urgent request from MissionOps.\n@w1\n- Repeat, this is an A-1 case.\nPlease see file. <i>[Attachment missing]</i>",,,,,,,,,,@d1\n消息日期……\n\n- 我们收到任务行动组的紧急请求。\n@w1\n- 重复，这是 A-1 级案件。\n请查看文件。 <i>[附件缺失]</i>,,,,,,
dialogue_GWaSauW,>>,,,,,,,,,,>>,,,,,,
dialogue_4iWimO0,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_Su0u8Oe,"@d1\nMessage date...\n\n- Confirmed, network is offline. Well done.\n@w1\n- Pickup will take a bit longer, until the Code sappers are ready.",,,,,,,,,,@d1\n消息日期……\n\n- 确认，网络已离线。干得好。\n@w1\n- 接应需要更长时间，直到代码工兵准备就绪。,,,,,,
dialogue_aqSGuqC,>>,,,,,,,,,,>>,,,,,,
dialogue_840OaSa,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_00eWKOK,"@d1\nMessage date...\n\n- We apologize for not calling back sooner. The whole star cluster has been listed for quarantine. \n@w1\n- Yes. Just leave this mess as it is.  - And, TechUnit wants to have a talk. \n@w1\n- No. Just to know, what they might be getting into.",,,,,,,,,,@d1\n消息日期……\n\n- 抱歉没能早点回电。整个恒星群已被列入隔离名单。 \n@w1\n- 是的。就让它乱着吧。 - 而且，技术单元想和你谈谈。 \n@w1\n- 不。只是想知道他们会遇到什么。,,,,,,
dialogue_uMUWGGi,>>,,,,,,,,,,>>,,,,,,
dialogue_a80uua8,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_OiG8W4K,@d1 \nMessage date...\n\n- This is it - - we organized a local transport. Called '<b>Taurus</b>'. Collection point is at northern Nest base. Get there asap.,,,,,,,,,,@d1 \n消息日期……\n\n- 就是它 - - 我们安排了一艘本地运输舰。名为'<b>金牛座</b>'。集合点在北部巢穴基地。尽快赶到那里。,,,,,,
dialogue_ueeUiKu,>>,,,,,,,,,,>>,,,,,,
dialogue_O8CT00u,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_GK48qOm,@d1\n\n- Yes. But <b>really well </b>paid ones. - Don't worry.\n@w1\n- Blueprint for a cheap Hover Vessel is at the end of this message. Spawn it with the Factory.  <i>[Attachment missing]</i>,,,,,,,,,,@d1\n\n- 是的。但报酬<b>相当丰厚</b>。 - 别担心。\n@w1\n- 廉价悬浮飞船的蓝图在本消息末尾。用蓝图工厂生成它。 <i>[附件缺失]</i>,,,,,,
dialogue_K40uCaK,>>,,,,,,,,,,>>,,,,,,
dialogue_CWmSKS0,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_W0KiOuS,"@d1 \nMessage date...\n\n- A Zirax Battlecruiser is headed for in-system. The whole set, together with a Dronebase Teleporter Lens.\n\nWhat is the status of your Hover Vessel?",,,,,,,,,,@d1 \n消息日期……\n\n- 一艘兹瑞克斯战斗巡洋舰正驶向星系内。全套装备，连同无人机基地传送器透镜。\n\n你的悬浮飞船状态如何？,,,,,,
dialogue_6KY40Gi,>>,,,,,,,,,,>>,,,,,,
dialogue_4qijmOG,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_K4uumqc,@d1 \n\n(End of Messages),,,,,,,,,,@d1 \n\n(消息结束),,,,,,
dialogue_eKueuas,<i>[Repeat]</i>,,,,,,,,,,<i>[重复]</i>,,,,,,
dialogue_CqeqSiV,<i>[ Leave Console ]</i>,,,,,,,,,,<i>[离开控制台]</i>,,,,,,
dialogue_KC4q8i0,What is it?,,,,,,,,,,怎么了？,,,,,,
dialogue_aume00S,@q0 @d1 \nYou are back. @w1 Good.\n\nWe need to move.,,,,,,,,,,@q0 @d1 \n你回来了。 @w1 很好。\n\n我们得行动了。,,,,,,
dialogue_40KYWwa,<color=#c0c0c0>The </color><color=#0080ff><b>Captain</b></color>,,,,,,,,,,<color=#c0c0c0>那</color><color=#0080ff><b>舰长</b></color>,,,,,,
dialogue_4akWemF,"@q0 @d1\nWe should not stay here. - @w1  - Sensors are calm, but I've got a <b><i>bad feeling</i></b> about this ...\n@w2\nAnd <color=#ffffff>Galleon</color> is already exploding things.",,,,,,,,,,@q0 @d1\n我们不应在此久留。- @w1  - 传感器读数平静，但我对此有种<b><i>不祥的预感</i></b>……\n@w2\n而且<color=#ffffff>加利昂</color>已经在引爆事物了。,,,,,,
dialogue_4u8ql5C,Why did you lock the Bunk door?,,,,,,,,,,你为什么锁上舱门？,,,,,,
dialogue_XSa0K09,Can't be done much about it. <color=#ffffff>[Skip all]</color>,,,,,,,,,,此事已无可挽回。 <color=#ffffff>[全部跳过]</color>,,,,,,
dialogue_Smu6C7S,<i>( Nevermind... )</i>,,,,,,,,,,<i>( 算了... )</i>,,,,,,
dialogue_O0uWKWK,<i>( Nevermind... )</i>,,,,,,,,,,<i>( 算了... )</i>,,,,,,
dialogue_aeOeeKa,<i>( Nevermind... )</i>,,,,,,,,,,<i>( 算了... )</i>,,,,,,
dialogue_8800WWA,"So, why <i>did</i> you lock the bunk door?",,,,,,,,,,那么，你<i>为什么</i>要锁上舱门？,,,,,,
dialogue_MG8W4Om,"@q0 \n@d1 ... I don't want the <i><b>human </b></i>messing up the negotiations ...\n@w1\nBesides, @w1 \n- you weren't in much of a good shape anyway.",,,,,,,,,,@q0 \n@d1 ...我不希望<b><i>人类</i></b>搞砸谈判……\n@w1\n再说了，@w1 \n- 你当时状况也不太好。,,,,,,
dialogue_88uqu4O,>>,,,,,,,,,,>>,,,,,,
dialogue_SG08SuC,<i>[ Leave ]</i>,,,,,,,,,,<i>[ 离开 ]</i>,,,,,,
dialogue_Ce8o1aK,... What happened to me?,,,,,,,,,,... 我发生了什么？,,,,,,
dialogue_mCCqqaW,Where is the fleet now ?,,,,,,,,,,舰队现在在哪里？,,,,,,
dialogue_emu8SG8,... How did you find the fleet?,,,,,,,,,,... 您是如何找到舰队的？,,,,,,
dialogue_Wu4eqqe,@q0 @d1\nAny <i>other </i>questions ?,,,,,,,,,,@q0 @d1\n还有其他问题吗？,,,,,,
dialogue_eiWOuSS,"OK, got it!   <i>[ <color=#ffffff>Close note</color> & end of invulnerability ]</i>",,,,,,,,,,好的，明白了！   <i>[ <color=#ffffff>关闭便签</color> & 结束无敌状态 ]</i>,,,,,,
dialogue_mqqS04C,Topic: Armor durability,,,,,,,,,,主题：护甲耐久度,,,,,,
dialogue_sqSi4KW,"@d0<i> [ Note: You are currently <color=#ffffff>invulnerable </color>]</i>\n@w1 \n@d0 <color=#ff8000><u>Reminder</u>: In difficult battles, </color><color=#ffff00>keep track of your <b>Armor</b> <b>durability</b></color>.\n<i>(-> In your Inventory, hover with the mouse over the Armor icon, or check length of bar)</i>\n\nOnce your <color=#ffffff>Armor breaks, </color><b><color=#ffffff>bullet protection will fail.</color> </b>- - Repair it, if needed.",,,,,,,,,,@d0<i> [ 注意：您目前处于<color=#ffffff>无敌状态</color> ]</i>\n@w1 \n@d0 <color=#ff8000><u>提醒</u>：在激烈战斗中，</color><color=#ffff00>请注意您的<b>护甲</b>的<b>耐久度</b></color>。\n<i>(-> 在您的物品栏中，将鼠标悬停在护甲图标上，或检查条的长度)</i>\n\n一旦您的<color=#ffffff>护甲破损，</color><b><color=#ffffff>子弹防护将失效。</color> </b>- - 如有需要，请进行维修。,,,,,,
dialogue_4KeKGOw,"@d0<i> [ Note: You are currently <color=#ffffff>invulnerable </color>]</i>\n@w1 \n@d0 You just died and <b><color=#ff8000>dropped a part of your gear</color></b> in a backpack. - It will <b>vanish in </b><color=#ffffff><b>20 minutes.    </b> </color>\n\n<i>- When too close to enemies, use your </i><u><b>Tool Drone</b></u> <color=#00ff00>[ F5 ]</color> <i>to reach it.</i>\n<i>- How much items you drop can be adjusted in the game's <b>difficulty settings</b>.</i>",,,,,,,,,,@d0<i> [ 注意：您目前处于<color=#ffffff>无敌状态</color> ]</i>\n@w1 \n@d0 您刚刚死亡，并在背包中<color=#ff8000>掉落了一部分装备</color>。- 它将在<color=#ffffff><b>20分钟后消失。</b> </color>\n\n<i>- 当离敌人太近时，请使用您的</i><u><b>工具无人机</b></u> <color=#00ff00>[ F5 ]</color> <i>来获取它。</i>\n<i>- 您掉落的物品数量可以在游戏的<b>难度设置</b>中调整。</i>,,,,,,
dialogue_mqGCGaw,Topic: <color=#ffffff><b>Lost backpack</b></color>,,,,,,,,,,主题: <color=#ffffff><b>丢失的背包</b></color>,,,,,,
dialogue_umWC8GO,"OK, got it!   <i>[ <color=#ffffff>Close note</color> & end of invulnerability ]</i>",,,,,,,,,,好的，明白了！   <i>[ <color=#ffffff>关闭便签</color> & 结束无敌状态 ]</i>,,,,,,
dialogue_o7O8KOS,"@q0 @d1\n... @w1 ... well ...\n<i>\n<color=#c0c0c0>( Hard to tell for an alien, but he seems to be shaking... The visor hides his pupils- )</color></i>",,,,,,,,,,@q0 @d1\n... @w1 ... 嗯...\n<i>\n<color=#c0c0c0>( 对外星人来说很难判断，但他似乎在颤抖... 面甲遮住了他的瞳孔- )</color></i>,,,,,,
dialogue_muKOaSW,"<i>( Drugs, maybe ? )</i>",,,,,,,,,,<i>( 也许，是毒品？ )</i>,,,,,,
dialogue_m0uOwK0,<i>( Nevermind... )</i>,,,,,,,,,,<i>( 算了... )</i>,,,,,,
dialogue_Cm4uaSa,@d0@q0The following overview contains categories for which we would like to get your feedback to improve your  gameplay experience.\n\nPlease choose an option below to get started.\n\n<i>Note: Please do not use the feedback forms below to report bugs. More info can be found here: ‘<color=#ffae00>How to report a bug</color>’</i>,"@d0@q0Die folgende Übersicht enthält Kategorien, zu denen wir gerne dein Feedback erhalten würden, um dein Spielerlebnis zu verbessern.\n\nBitte wähle eine Option unten, um zu beginnen.\n\n<i>Hinweis: Bitte benutze die untenstehenden Feedback-Formulare nicht, um Bugs zu melden. Weitere Informationen findest du hier: ‘<color=#ffae00>Wie man einen Bug meldet</color>’</i>",@d0@q0L'aperçu suivant contient des catégories pour lesquelles nous aimerions avoir vos retours afin d'améliorer votre expérience de jeu.\n\nVeuillez choisir une option ci-dessous pour commencer.\n\n<i>Note : Merci de ne pas utiliser les formulaires de retour ci-dessous pour signaler des bugs. Plus d'infos peuvent être trouvées ici : ‘<color=#ffae00>Comment signaler un bug</color>’</i>,"@d0@q0La seguente panoramica contiene categorie per le quali ci piacerebbe ricevere il tuo feedback per migliorare la tua esperienza di gioco.\n\nPer favore, scegli un'opzione qui sotto per iniziare.\n\n<i>Nota: Ti preghiamo di non utilizzare i moduli di feedback qui sotto per segnalare bug. Maggiori informazioni possono essere trovate qui: ‘<color=#ffae00>Come segnalare un bug</color>’</i>","@d0@q0La siguiente visión general contiene categorías para las cuales nos gustaría recibir tus comentarios para mejorar tu experiencia de juego.\n\nPor favor, elige una opción a continuación para comenzar.\n\n<i>Nota: Por favor, no uses los formularios de comentarios a continuación para reportar errores. Más información se puede encontrar aquí: ‘<color=#ffae00>Cómo reportar un error</color>’</i>",,"@d0@q0A seguinte visão geral contém categorias para as quais gostaríamos de receber seu feedback para melhorar sua experiência de jogo.\n\nPor favor, escolha uma opção abaixo para começar.\n\n<i>Nota: Por favor, não use os formulários de feedback abaixo para relatar bugs. Mais informações podem ser encontradas aqui: ‘<color=#ffae00>Como relatar um bug</color>’</i>",,"@d0@q0Следующий обзор содержит категории, по которым мы хотели бы получить ваш отзыв для улучшения вашего игрового опыта.\n\nПожалуйста, выберите вариант ниже, чтобы начать.\n\n<i>Примечание: Пожалуйста, не используйте формы обратной связи ниже для сообщения об ошибках. Дополнительную информацию можно найти здесь: ‘<color=#ffae00>Как сообщить об ошибке</color>’</i>",,@d0@q0以下概览包含了我们希望获取您反馈的类别，以改善您的游戏体验。\n\n请选择以下选项开始。\n\n<i>注意：请勿使用以下反馈表格报告错误。更多信息请参见：‘<color=#ffae00>如何报告错误</color>’</i>,,,,,,
dialogue_WbUWmOO,Close,Schließen,Fermer,Chiudi,Cerrar,,Fechar,,Закрыть,,关闭,,,,,,
dialogue_eiigiO8,<color=#fb00ff>Send us your feedback!</color>,<color=#fb00ff>Schick uns dein Feedback!</color>,<color=#fb00ff>Envoyez-nous vos retours !</color>,<color=#fb00ff>Inviaci il tuo feedback!</color>,<color=#fb00ff>¡Envíanos tus comentarios!</color>,,<color=#fb00ff>Envie-nos seu feedback!</color>,,<color=#fb00ff>Отправьте нам свои отзывы!</color>,,<color=#fb00ff>发送您的反馈！</color>,,,,,,
dialogue_C81ce4C,Send us your feedback about the Standalone Tutorial scenario!,,,,,,,,,,请将您对独立教程场景的反馈发送给我们！,,,,,,
dialogue_0auK4SS,Standalone TUTORIAL scenario,,,,,,,,,,独立教程场景,,,,,,
dialogue_4WuS44m,<color=#ffae00>How to report a bug?</color>,<color=#ffae00>Wie meldet man einen Fehler?</color>,<color=#ffae00>Comment signaler un bug ?</color>,<color=#ffae00>Come segnalare un bug?</color>,<color=#ffae00>¿Cómo reportar un error?</color>,,<color=#ffae00>Como reportar um bug?</color>,,<color=#ffae00>Как сообщить об ошибке?</color>,,<color=#ffae00>如何报告错误？</color>,,,,,,
dialogue_BuuRGWi,Back to Feedback Overview,,,,,,,,,,返回反馈概览,,,,,,
